,Brand,Model,Gear,KM,Energie,Year,Price,state,region,Category
1118,CITROEN,C3,MANUELLE,84154,DIESEL,2020,14240.0,Hauts-de-France,Nord,Second-Hand
1119,CITROEN,C4,AUTOMATIQUE,13896,ESSENCE,2021,32480.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1120,CITROEN,C3,MANUELLE,12929,ESSENCE,2021,14920.0,Occitanie,Haute-Garonne,Second-Hand
1121,TOYOTA,AURIS,AUTOMATIQUE,205870,HYBRIDE,2013,7720.0,Grand Est,Marne,Second-Hand
1122,TOYOTA,YARIS,AUTOMATIQUE,58288,HYBRIDE,2019,19060.0,Occitanie,Aude,Second-Hand
1123,TOYOTA,C-HR,AUTOMATIQUE,86413,HYBRIDE,2020,20400.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1124,TOYOTA,YARIS,AUTOMATIQUE,31546,HYBRIDE,2014,12060.0,Normandie,Manche,Second-Hand
1125,TOYOTA,YARIS,MANUELLE,20453,ESSENCE,2020,11790.0,Île-de-France,Seine-et-Marne,Second-Hand
1126,TOYOTA,YARIS,AUTOMATIQUE,29559,HYBRIDE,2019,15100.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1127,TOYOTA,YARIS,AUTOMATIQUE,29597,HYBRIDE,2019,15350.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1128,TOYOTA,C-HR,AUTOMATIQUE,71468,HYBRIDE,2019,21770.0,Bretagne,Ille-et-Vilaine,Second-Hand
1129,TOYOTA,RAV4,AUTOMATIQUE,62060,HYBRIDE,2020,32080.0,Occitanie,Haute-Garonne,Second-Hand
1130,TOYOTA,AYGO,MANUELLE,32509,ESSENCE,2019,10760.0,Île-de-France,Seine-et-Marne,Second-Hand
1131,TOYOTA,YARIS,AUTOMATIQUE,14724,HYBRIDE,2020,18790.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1132,TOYOTA,C-HR,AUTOMATIQUE,67310,ESSENCE,2018,21580.0,Bourgogne-Franche-Comté,Doubs,Second-Hand
1133,TOYOTA,AYGO,MANUELLE,34248,ESSENCE,2019,9790.0,Grand Est,Marne,Second-Hand
1134,TOYOTA,YARIS,AUTOMATIQUE,69407,HYBRIDE,2019,17500.0,Occitanie,Aude,Second-Hand
1135,TOYOTA,YARIS,AUTOMATIQUE,29094,HYBRIDE,2019,17000.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1136,VOLKSWAGEN,GOLF,AUTOMATIQUE,7759,DIESEL,2021,45720.0,Occitanie,Hautes-Pyrénées,Second-Hand
1137,VOLKSWAGEN,T-ROC,MANUELLE,62213,DIESEL,2020,26200.0,Nouvelle-Aquitaine,Landes,Second-Hand
1138,VOLKSWAGEN,GOLF,MANUELLE,55420,ESSENCE,2019,21640.0,Pays de la Loire,Sarthe,Second-Hand
1139,VOLKSWAGEN,GOLF,MANUELLE,11,ESSENCE,2021,25860.0,Île-de-France,Yvelines,New
1140,VOLKSWAGEN,T-ROC,AUTOMATIQUE,4130,ESSENCE,2021,48600.0,Occitanie,Hautes-Pyrénées,Second-Hand
1141,VOLKSWAGEN,GOLF,AUTOMATIQUE,15429,HYBRIDE,2021,35400.0,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Second-Hand
1142,VOLKSWAGEN,T-CROSS,AUTOMATIQUE,18165,ESSENCE,2021,24120.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
1143,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,13440,DIESEL,2021,41320.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
1144,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,66700,DIESEL,2019,34680.0,Provence-Alpes-Côte d'Azur,Vaucluse,Second-Hand
1145,VOLKSWAGEN,GOLF,AUTOMATIQUE,16159,HYBRIDE,2021,31610.0,Centre-Val de Loire,Loiret,Second-Hand
1146,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,85476,DIESEL,2017,26930.0,Île-de-France,Yvelines,Second-Hand
1147,RENAULT,MEGANE,MANUELLE,10846,ESSENCE,2021,23920.0,Centre-Val de Loire,Indre,Second-Hand
1148,RENAULT,MEGANE,MANUELLE,56830,ESSENCE,2019,15240.0,Occitanie,Lot,Second-Hand
1149,RENAULT,KADJAR,MANUELLE,10610,ESSENCE,2020,19750.0,Île-de-France,Yvelines,Second-Hand
1150,RENAULT,MEGANE,AUTOMATIQUE,11,DIESEL,2021,26200.0,Auvergne-Rhône-Alpes,Rhône,New
1151,RENAULT,CLIO,MANUELLE,17636,DIESEL,2021,16050.0,Occitanie,Gard,Second-Hand
1152,RENAULT,CLIO,MANUELLE,18610,ESSENCE,2020,14480.0,Île-de-France,Yvelines,Second-Hand
1153,RENAULT,ZOE,AUTOMATIQUE,5459,ELECTRIQUE,2020,12750.0,Île-de-France,Hauts-de-Seine,Second-Hand
1154,RENAULT,CLIO,AUTOMATIQUE,8371,ESSENCE,2020,18790.0,Île-de-France,Yvelines,Second-Hand
1155,PEUGEOT,108,MANUELLE,28334,ESSENCE,2019,8740.0,Occitanie,Haute-Garonne,Second-Hand
1156,PEUGEOT,208,MANUELLE,22662,ESSENCE,2018,10350.0,Bourgogne-Franche-Comté,Haute-Saône,Second-Hand
1157,PEUGEOT,108,MANUELLE,9690,ESSENCE,2020,10880.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
1158,PEUGEOT,308,MANUELLE,4725,DIESEL,2021,26230.0,Île-de-France,Val-de-Marne,Second-Hand
1159,PEUGEOT,308,MANUELLE,2613,DIESEL,2021,28650.0,Île-de-France,Paris,Second-Hand
1160,PEUGEOT,308,MANUELLE,4735,ESSENCE,2021,23490.0,Auvergne-Rhône-Alpes,Loire,Second-Hand
1161,PEUGEOT,2008,MANUELLE,26599,DIESEL,2020,19030.0,Île-de-France,Seine-Saint-Denis,Second-Hand
1162,PEUGEOT,2008,AUTOMATIQUE,2380,ELECTRIQUE,2021,44010.0,Île-de-France,Seine-Saint-Denis,Second-Hand
1163,PEUGEOT,208,AUTOMATIQUE,4923,ELECTRIQUE,2021,26200.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1164,PEUGEOT,2008,MANUELLE,68960,DIESEL,2018,17380.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1165,PEUGEOT,3008,MANUELLE,10779,ESSENCE,2020,32680.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1166,PEUGEOT,3008,AUTOMATIQUE,101281,DIESEL,2019,24020.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
1167,PEUGEOT,3008,AUTOMATIQUE,107338,DIESEL,2019,23680.0,Nouvelle-Aquitaine,Dordogne,Second-Hand
1168,PEUGEOT,208,MANUELLE,31436,DIESEL,2018,13880.0,Nouvelle-Aquitaine,Dordogne,Second-Hand
1169,CITROEN,C3,MANUELLE,57444,DIESEL,2020,15570.0,Auvergne-Rhône-Alpes,Loire,Second-Hand
1170,CITROEN,C4 CACTUS,MANUELLE,52787,ESSENCE,2018,12480.0,Île-de-France,Paris,Second-Hand
1171,CITROEN,C3,MANUELLE,31755,ESSENCE,2019,14970.0,Hauts-de-France,Nord,Second-Hand
1172,CITROEN,C1,MANUELLE,7529,ESSENCE,2021,13590.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1173,CITROEN,C3,MANUELLE,11616,ESSENCE,2020,15380.0,Hauts-de-France,Nord,Second-Hand
1174,TOYOTA,YARIS,MANUELLE,22232,ESSENCE,2021,14800.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1175,TOYOTA,COROLLA,AUTOMATIQUE,19449,HYBRIDE,2021,25130.0,Île-de-France,Val-de-Marne,Second-Hand
1176,TOYOTA,C-HR,AUTOMATIQUE,79849,HYBRIDE,2020,19430.0,Grand Est,Haut-Rhin,Second-Hand
1177,TOYOTA,YARIS,MANUELLE,12681,ESSENCE,2020,12750.0,Grand Est,Aube,Second-Hand
1178,TOYOTA,C-HR,AUTOMATIQUE,41706,HYBRIDE,2019,22680.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1179,TOYOTA,YARIS,AUTOMATIQUE,32482,HYBRIDE,2019,16970.0,Nouvelle-Aquitaine,Haute-Vienne,Second-Hand
1180,TOYOTA,AYGO,MANUELLE,2750,ESSENCE,2021,14280.0,Île-de-France,Seine-et-Marne,Second-Hand
1181,TOYOTA,C-HR,AUTOMATIQUE,12471,HYBRIDE,2021,37000.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1182,TOYOTA,AURIS,AUTOMATIQUE,78876,HYBRIDE,2018,15480.0,Bretagne,Ille-et-Vilaine,Second-Hand
1183,TOYOTA,AYGO,MANUELLE,16476,ESSENCE,2020,11670.0,Nouvelle-Aquitaine,Gironde,Second-Hand
1184,TOYOTA,C-HR,AUTOMATIQUE,41531,HYBRIDE,2019,22980.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1185,TOYOTA,C-HR,AUTOMATIQUE,14276,HYBRIDE,2020,27010.0,Île-de-France,Val-de-Marne,Second-Hand
1186,TOYOTA,RAV4,MANUELLE,200880,DIESEL,2015,14860.0,Nouvelle-Aquitaine,Landes,Second-Hand
1187,TOYOTA,C-HR,AUTOMATIQUE,20970,HYBRIDE,2019,25720.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1188,TOYOTA,COROLLA,AUTOMATIQUE,8441,HYBRIDE,2021,24340.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1189,VOLKSWAGEN,GOLF,AUTOMATIQUE,15768,ESSENCE,2021,34170.0,Normandie,Seine-Maritime,Second-Hand
1190,VOLKSWAGEN,TIGUAN,MANUELLE,21181,DIESEL,2021,36370.0,Auvergne-Rhône-Alpes,Puy-de-Dôme,Second-Hand
1191,VOLKSWAGEN,POLO,MANUELLE,12,ESSENCE,2021,21590.0,Nouvelle-Aquitaine,Lot-et-Garonne,New
1192,VOLKSWAGEN,POLO,MANUELLE,72821,ESSENCE,2016,12850.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
1193,VOLKSWAGEN,GOLF,AUTOMATIQUE,53009,ELECTRIQUE,2016,18890.0,Auvergne-Rhône-Alpes,Haute-Savoie,Second-Hand
1194,VOLKSWAGEN,POLO,MANUELLE,1590,ESSENCE,2021,20540.0,Occitanie,Hautes-Pyrénées,Second-Hand
1195,VOLKSWAGEN,GOLF,AUTOMATIQUE,108706,HYBRIDE,2016,22590.0,Nouvelle-Aquitaine,Lot-et-Garonne,Second-Hand
1196,VOLKSWAGEN,T-ROC,MANUELLE,26680,ESSENCE,2021,35610.0,Occitanie,Hautes-Pyrénées,Second-Hand
1197,VOLKSWAGEN,GOLF,MANUELLE,91245,DIESEL,2018,15930.0,Auvergne-Rhône-Alpes,Haute-Savoie,Second-Hand
1198,VOLKSWAGEN,GOLF,AUTOMATIQUE,20790,ELECTRIQUE,2019,24660.0,Nouvelle-Aquitaine,Lot-et-Garonne,Second-Hand
1199,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,67277,DIESEL,2020,37150.0,Auvergne-Rhône-Alpes,Haute-Savoie,Second-Hand
1200,VOLKSWAGEN,TIGUAN ALLSPACE,AUTOMATIQUE,111575,DIESEL,2018,37180.0,Normandie,Seine-Maritime,Second-Hand
1201,RENAULT,ZOE,AUTOMATIQUE,56980,ELECTRIQUE,2019,11140.0,Île-de-France,Hauts-de-Seine,Second-Hand
1202,RENAULT,MEGANE,MANUELLE,11,DIESEL,2021,20650.0,Bretagne,Ille-et-Vilaine,New
1203,RENAULT,CLIO,MANUELLE,7342,DIESEL,2020,12320.0,Île-de-France,Yvelines,Second-Hand
1204,RENAULT,TWINGO,AUTOMATIQUE,9771,ESSENCE,2021,13950.0,Île-de-France,Yvelines,Second-Hand
1205,RENAULT,CLIO,AUTOMATIQUE,12,ESSENCE,2021,21650.0,Centre-Val de Loire,Eure-et-Loir,New
1206,RENAULT,CLIO,MANUELLE,33364,ESSENCE,2020,13000.0,Île-de-France,Hauts-de-Seine,Second-Hand
1207,RENAULT,KADJAR,AUTOMATIQUE,13848,ESSENCE,2020,22140.0,Île-de-France,Yvelines,Second-Hand
1208,RENAULT,ZOE,AUTOMATIQUE,33477,ELECTRIQUE,2019,11570.0,Île-de-France,Hauts-de-Seine,Second-Hand
1209,RENAULT,MEGANE,MANUELLE,19145,ESSENCE,2020,15790.0,Île-de-France,Yvelines,Second-Hand
1210,PEUGEOT,208,AUTOMATIQUE,189,ELECTRIQUE,2021,28290.0,Normandie,Seine-Maritime,Second-Hand
1211,PEUGEOT,208,MANUELLE,47274,DIESEL,2018,12300.0,Hauts-de-France,Nord,Second-Hand
1212,PEUGEOT,208,MANUELLE,78293,DIESEL,2019,12190.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1213,PEUGEOT,208,MANUELLE,28643,ESSENCE,2019,13620.0,Île-de-France,Yvelines,Second-Hand
1214,PEUGEOT,3008,AUTOMATIQUE,70183,DIESEL,2018,28730.0,Nouvelle-Aquitaine,Dordogne,Second-Hand
1215,PEUGEOT,3008,MANUELLE,155447,DIESEL,2019,18300.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
1216,PEUGEOT,308,MANUELLE,130473,DIESEL,2019,13260.0,Auvergne-Rhône-Alpes,Loire,Second-Hand
1217,PEUGEOT,308,MANUELLE,2,ESSENCE,2021,27810.0,Nouvelle-Aquitaine,Gironde,New
1218,PEUGEOT,108,MANUELLE,1050,ESSENCE,2021,15010.0,Île-de-France,Seine-Saint-Denis,Second-Hand
