,Brand,Model,Gear,KM,Energie,Year,Price,state,region,Category
22,PEUGEOT,2008,AUTOMATIQUE,1234,DIESEL,2021,36230.0,Hauts-de-France,Nord,Second-Hand
23,PEUGEOT,208,MANUELLE,43267,ESSENCE,2018,12300.0,Normandie,Orne,Second-Hand
24,PEUGEOT,208,MANUELLE,74484,DIESEL,2017,13110.0,Nouvelle-Aquitaine,Dordogne,Second-Hand
25,PEUGEOT,208,MANUELLE,87079,DIESEL,2017,9260.0,Hauts-de-France,Nord,Second-Hand
26,PEUGEOT,208,MANUELLE,44297,ESSENCE,2019,12460.0,Île-de-France,Hauts-de-Seine,Second-Hand
27,CITROEN,C3,MANUELLE,12644,ESSENCE,2019,14440.0,Île-de-France,Hauts-de-Seine,Second-Hand
28,CITROEN,C3,MANUELLE,21783,ESSENCE,2019,16100.0,Île-de-France,Yvelines,Second-Hand
29,CITROEN,C3,MANUELLE,27158,ESSENCE,2019,13890.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
30,CITROEN,C1,MANUELLE,20453,ESSENCE,2019,10080.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
31,CITROEN,C3,MANUELLE,24024,ESSENCE,2020,14550.0,Auvergne-Rhône-Alpes,Rhône,Second-Hand
32,CITROEN,C3,MANUELLE,5701,DIESEL,2020,15840.0,Nouvelle-Aquitaine,Dordogne,Second-Hand
33,TOYOTA,AURIS,AUTOMATIQUE,70278,HYBRIDE,2019,21830.0,Bourgogne-Franche-Comté,Doubs,Second-Hand
34,TOYOTA,RAV4,AUTOMATIQUE,18320,HYBRIDE,2019,37930.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
35,TOYOTA,C-HR,AUTOMATIQUE,81545,HYBRIDE,2019,22490.0,Auvergne-Rhône-Alpes,Drôme,Second-Hand
36,TOYOTA,AYGO,MANUELLE,49375,ESSENCE,2019,11480.0,Hauts-de-France,Nord,Second-Hand
37,TOYOTA,YARIS,AUTOMATIQUE,77289,HYBRIDE,2017,12870.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
38,TOYOTA,YARIS,AUTOMATIQUE,23218,HYBRIDE,2019,17190.0,Nouvelle-Aquitaine,Gironde,Second-Hand
39,TOYOTA,YARIS,MANUELLE,48763,ESSENCE,2019,12270.0,Nouvelle-Aquitaine,Gironde,Second-Hand
40,TOYOTA,YARIS,AUTOMATIQUE,46262,HYBRIDE,2019,17710.0,Provence-Alpes-Côte d'Azur,Bouches-du-Rhône,Second-Hand
41,TOYOTA,C-HR,AUTOMATIQUE,23664,HYBRIDE,2019,25410.0,Auvergne-Rhône-Alpes,Drôme,Second-Hand
