,Brand,Model,Gear,KM,Category,Energie,Year,Price,longitude,latitude,State
1021,PEUGEOT,208,MANUELLE,47274,Second-Hand,DIESEL,2018,12300.0,3.121595,50.631513,HAUTS-DE-FRANCE
1022,PEUGEOT,3008,AUTOMATIQUE,70183,Second-Hand,DIESEL,2018,28730.0,0.7671490000000001,45.1825438,NOUVELLE-AQUITAINE
1023,PEUGEOT,3008,MANUELLE,155447,Second-Hand,DIESEL,2019,18300.0,5.3954276,43.2629459,PROVENCE-ALPES-CÔTE D'AZUR
1024,PEUGEOT,108,MANUELLE,1050,Second-Hand,ESSENCE,2021,15010.0,2.342606,48.927009999999996,ÎLE-DE-FRANCE
1025,PEUGEOT,3008,AUTOMATIQUE,83573,Second-Hand,DIESEL,2019,26660.0,2.2384215,48.903225299999995,ÎLE-DE-FRANCE
1026,PEUGEOT,208,AUTOMATIQUE,6,New,ESSENCE,2021,29230.0,3.121595,50.631513,HAUTS-DE-FRANCE
1027,PEUGEOT,208,MANUELLE,17473,Second-Hand,ESSENCE,2020,13680.0,5.580835599999999,43.28567,PROVENCE-ALPES-CÔTE D'AZUR
1028,PEUGEOT,208,MANUELLE,20538,Second-Hand,ESSENCE,2019,14980.0,2.2492909,48.831574700000004,ÎLE-DE-FRANCE
1029,PEUGEOT,3008,AUTOMATIQUE,64713,Second-Hand,DIESEL,2018,29630.0,-0.6423265,44.861084999999996,NOUVELLE-AQUITAINE
1030,CITROEN,C3,MANUELLE,65271,Second-Hand,DIESEL,2021,12610.0,2.2792873,49.865504200000004,HAUTS-DE-FRANCE
1031,CITROEN,C5 AIRCROSS,AUTOMATIQUE,26015,Second-Hand,ESSENCE,2021,32080.0,2.0123747,48.7714685,ÎLE-DE-FRANCE
1032,CITROEN,C3,MANUELLE,14084,Second-Hand,ESSENCE,2021,15880.0,4.8620739,45.716894,AUVERGNE-RHÔNE-ALPES
1033,CITROEN,C3,MANUELLE,122805,Second-Hand,DIESEL,2019,12740.0,4.398725,45.4626731,AUVERGNE-RHÔNE-ALPES
1034,CITROEN,C3,AUTOMATIQUE,40588,Second-Hand,ESSENCE,2019,16480.0,4.7816712,45.7883595,AUVERGNE-RHÔNE-ALPES
1035,CITROEN,C3,MANUELLE,78163,Second-Hand,DIESEL,2020,12060.0,3.122092,50.626434100000004,HAUTS-DE-FRANCE
1036,CITROEN,C3,MANUELLE,79616,Second-Hand,DIESEL,2019,14450.0,-0.5108495,44.867689399999996,NOUVELLE-AQUITAINE
1037,TOYOTA,YARIS,AUTOMATIQUE,38289,Second-Hand,HYBRIDE,2019,18470.0,-0.538555,44.818225,NOUVELLE-AQUITAINE
1038,TOYOTA,AYGO,MANUELLE,35090,Second-Hand,ESSENCE,2019,9330.0,5.4021503,43.506357,PROVENCE-ALPES-CÔTE D'AZUR
1039,TOYOTA,AYGO,MANUELLE,3391,Second-Hand,ESSENCE,2021,14120.0,3.955255,49.05234600000001,GRAND EST
1040,TOYOTA,C-HR,AUTOMATIQUE,12,New,HYBRIDE,2021,28070.0,1.9119781000000002,48.7623634,ÎLE-DE-FRANCE
1041,TOYOTA,C-HR,AUTOMATIQUE,1,New,HYBRIDE,2021,42000.0,2.3246732000000003,48.802197899999996,ÎLE-DE-FRANCE
1042,TOYOTA,C-HR,AUTOMATIQUE,11,New,HYBRIDE,2021,25360.0,1.9119781000000002,48.7623634,ÎLE-DE-FRANCE
1043,TOYOTA,YARIS,AUTOMATIQUE,38520,Second-Hand,HYBRIDE,2019,15940.0,3.2914203,48.5528779,ÎLE-DE-FRANCE
1044,TOYOTA,YARIS,AUTOMATIQUE,32504,Second-Hand,HYBRIDE,2019,14350.0,-0.6711214,44.8325867,NOUVELLE-AQUITAINE
1045,TOYOTA,C-HR,AUTOMATIQUE,13236,Second-Hand,HYBRIDE,2020,25970.0,3.955255,49.05234600000001,GRAND EST
1046,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,11,New,ESSENCE,2021,39580.0,2.0606332,48.966164899999995,ÎLE-DE-FRANCE
1047,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,85600,Second-Hand,DIESEL,2017,33140.0,7.5179315,48.5357749,GRAND EST
1048,VOLKSWAGEN,GOLF,MANUELLE,11880,Second-Hand,DIESEL,2021,26780.0,0.07538399999999999,43.21766289999999,OCCITANIE
1049,VOLKSWAGEN,GOLF,MANUELLE,11,New,ESSENCE,2021,25620.0,2.3830927,47.0891116,CENTRE-VAL DE LOIRE
1050,VOLKSWAGEN,GOLF,AUTOMATIQUE,24574,Second-Hand,DIESEL,2021,39080.0,0.582368,49.523262100000004,NORMANDIE
1051,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,11,New,DIESEL,2021,39840.0,-1.616473,48.1063327,BRETAGNE
1052,VOLKSWAGEN,TIGUAN,MANUELLE,98717,Second-Hand,DIESEL,2018,21070.0,4.9581469999999985,48.800657,GRAND EST
1053,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,43731,Second-Hand,ESSENCE,2019,36720.0,2.4854373,48.79906769999999,ÎLE-DE-FRANCE
1054,VOLKSWAGEN,TIGUAN,MANUELLE,190356,Second-Hand,DIESEL,2012,11480.0,-0.46924309999999997,43.9085119,NOUVELLE-AQUITAINE
1055,VOLKSWAGEN,GOLF,AUTOMATIQUE,17079,Second-Hand,DIESEL,2021,25950.0,3.1397366,45.7542532,AUVERGNE-RHÔNE-ALPES
1056,RENAULT,CLIO,MANUELLE,37328,Second-Hand,DIESEL,2019,11650.0,-1.616473,48.1063327,BRETAGNE
1057,RENAULT,CLIO,MANUELLE,21263,Second-Hand,ESSENCE,2019,14540.0,2.0123747,48.7714685,ÎLE-DE-FRANCE
1058,RENAULT,CLIO,MANUELLE,12804,Second-Hand,DIESEL,2020,16160.0,1.650625,46.778693,CENTRE-VAL DE LOIRE
1059,RENAULT,CAPTUR,MANUELLE,59005,Second-Hand,DIESEL,2017,12850.0,2.2734104,48.90294129999999,ÎLE-DE-FRANCE
1060,RENAULT,CLIO,AUTOMATIQUE,11242,Second-Hand,ESSENCE,2020,20210.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1061,RENAULT,CLIO,MANUELLE,4033,Second-Hand,ESSENCE,2021,15900.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1062,RENAULT,CLIO,AUTOMATIQUE,12,New,ESSENCE,2021,22010.0,1.5203433000000002,48.437803100000004,CENTRE-VAL DE LOIRE
1063,RENAULT,CLIO,AUTOMATIQUE,105963,Second-Hand,DIESEL,2018,11550.0,0.7671490000000001,45.1825438,NOUVELLE-AQUITAINE
1064,RENAULT,CLIO,MANUELLE,17086,Second-Hand,ESSENCE,2020,15850.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1065,RENAULT,MEGANE,MANUELLE,99475,Second-Hand,DIESEL,2019,15610.0,0.1727154,48.04410379999999,PAYS DE LA LOIRE
1066,RENAULT,ZOE,AUTOMATIQUE,69575,Second-Hand,ELECTRIQUE,2017,9080.0,2.2734104,48.90294129999999,ÎLE-DE-FRANCE
1067,RENAULT,CAPTUR,MANUELLE,11,New,ESSENCE,2021,22030.0,-1.616473,48.1063327,BRETAGNE
1068,RENAULT,MEGANE,MANUELLE,12056,Second-Hand,ESSENCE,2020,18270.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1069,PEUGEOT,308,MANUELLE,53014,Second-Hand,DIESEL,2018,17870.0,1.4318042,43.6375545,OCCITANIE
1070,PEUGEOT,2008,AUTOMATIQUE,55,New,ESSENCE,2021,30410.0,4.8196004,45.71493820000001,AUVERGNE-RHÔNE-ALPES
1071,PEUGEOT,308,AUTOMATIQUE,106732,Second-Hand,ESSENCE,2019,17300.0,2.4795229,48.90645199999999,ÎLE-DE-FRANCE
1072,PEUGEOT,208,MANUELLE,12325,Second-Hand,ESSENCE,2021,21510.0,2.2384215,48.903225299999995,ÎLE-DE-FRANCE
1073,PEUGEOT,208,MANUELLE,24391,Second-Hand,ESSENCE,2020,14410.0,3.121595,50.631513,HAUTS-DE-FRANCE
1074,PEUGEOT,3008,AUTOMATIQUE,25599,Second-Hand,ESSENCE,2019,30140.0,-0.6423139999999999,44.785382,NOUVELLE-AQUITAINE
1075,PEUGEOT,3008,AUTOMATIQUE,121954,Second-Hand,DIESEL,2016,16860.0,1.0465014000000001,49.4180309,NORMANDIE
1076,PEUGEOT,2008,MANUELLE,17222,Second-Hand,ESSENCE,2019,20190.0,-0.6884505,44.8228221,NOUVELLE-AQUITAINE
1077,PEUGEOT,308,AUTOMATIQUE,3373,Second-Hand,DIESEL,2021,25990.0,-0.6884505,44.8228221,NOUVELLE-AQUITAINE
1078,PEUGEOT,2008,MANUELLE,22324,Second-Hand,ESSENCE,2020,16710.0,-0.5104989999999999,44.878583,NOUVELLE-AQUITAINE
1079,CITROEN,C4,AUTOMATIQUE,60993,Second-Hand,DIESEL,2019,16080.0,0.3572301,45.0368494,NOUVELLE-AQUITAINE
1080,CITROEN,C5 AIRCROSS,MANUELLE,13266,Second-Hand,DIESEL,2021,29360.0,2.2492909,48.831574700000004,ÎLE-DE-FRANCE
1081,CITROEN,C4,MANUELLE,141723,Second-Hand,DIESEL,2017,9340.0,-1.6182535,48.1073171,BRETAGNE
1082,CITROEN,C3,MANUELLE,21211,Second-Hand,ESSENCE,2019,14450.0,4.398725,45.4626731,AUVERGNE-RHÔNE-ALPES
1083,CITROEN,BERLINGO,MANUELLE,124211,Second-Hand,DIESEL,2015,9610.0,0.6384603999999999,48.7438061,NORMANDIE
1084,CITROEN,C3,MANUELLE,46961,Second-Hand,ESSENCE,2019,13890.0,4.7816712,45.7883595,AUVERGNE-RHÔNE-ALPES
1085,TOYOTA,RAV4,AUTOMATIQUE,89859,Second-Hand,HYBRIDE,2018,24360.0,2.1224546,49.0360078,ÎLE-DE-FRANCE
1086,TOYOTA,YARIS,AUTOMATIQUE,68637,Second-Hand,HYBRIDE,2019,16880.0,2.9828639999999997,43.155642,OCCITANIE
1087,TOYOTA,C-HR,AUTOMATIQUE,5600,Second-Hand,HYBRIDE,2021,34700.0,2.3864747000000004,48.8874565,ÎLE-DE-FRANCE
1088,TOYOTA,RAV4,AUTOMATIQUE,5450,Second-Hand,HYBRIDE,2021,47850.0,3.2914203,48.5528779,ÎLE-DE-FRANCE
1089,TOYOTA,AYGO,MANUELLE,36609,Second-Hand,ESSENCE,2019,10180.0,2.9828639999999997,43.155642,OCCITANIE
1090,TOYOTA,YARIS,AUTOMATIQUE,25437,Second-Hand,HYBRIDE,2020,17450.0,2.9004277999999997,48.9571294,ÎLE-DE-FRANCE
1091,TOYOTA,C-HR,AUTOMATIQUE,61064,Second-Hand,HYBRIDE,2019,20460.0,2.6774626,48.83076390000001,ÎLE-DE-FRANCE
1092,VOLKSWAGEN,POLO,MANUELLE,7156,Second-Hand,ESSENCE,2021,19960.0,0.582368,49.523262100000004,NORMANDIE
1093,VOLKSWAGEN,GOLF,AUTOMATIQUE,21060,Second-Hand,DIESEL,2021,34500.0,0.582368,49.523262100000004,NORMANDIE
1094,VOLKSWAGEN,GOLF,MANUELLE,128836,Second-Hand,DIESEL,2018,15110.0,4.9581469999999985,48.800657,GRAND EST
1095,VOLKSWAGEN,GOLF,AUTOMATIQUE,12423,Second-Hand,HYBRIDE,2021,39230.0,0.07538399999999999,43.21766289999999,OCCITANIE
1096,VOLKSWAGEN,GOLF,AUTOMATIQUE,36900,Second-Hand,ELECTRIQUE,2020,28280.0,0.6164054,44.188911600000004,NOUVELLE-AQUITAINE
1097,VOLKSWAGEN,TIGUAN,MANUELLE,65097,Second-Hand,DIESEL,2020,28540.0,4.9581469999999985,48.800657,GRAND EST
1098,VOLKSWAGEN,GOLF,MANUELLE,126786,Second-Hand,DIESEL,2018,15880.0,4.9581469999999985,48.800657,GRAND EST
1099,VOLKSWAGEN,GOLF,AUTOMATIQUE,12,New,DIESEL,2021,40440.0,3.1058286,45.8321033,AUVERGNE-RHÔNE-ALPES
1100,VOLKSWAGEN,GOLF,AUTOMATIQUE,67909,Second-Hand,DIESEL,2018,22180.0,4.9581469999999985,48.800657,GRAND EST
1101,VOLKSWAGEN,GOLF,MANUELLE,95150,Second-Hand,ESSENCE,2016,15380.0,6.4103072,46.0677591,AUVERGNE-RHÔNE-ALPES
1102,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,10355,Second-Hand,DIESEL,2021,46310.0,4.740219799999998,44.2633614,PROVENCE-ALPES-CÔTE D'AZUR
1103,VOLKSWAGEN,POLO,MANUELLE,5490,Second-Hand,ESSENCE,2021,20710.0,4.7481599,46.10176970000001,AUVERGNE-RHÔNE-ALPES
1104,VOLKSWAGEN,GOLF,AUTOMATIQUE,91350,Second-Hand,DIESEL,2018,26240.0,0.6164054,44.188911600000004,NOUVELLE-AQUITAINE
1105,RENAULT,CAPTUR,AUTOMATIQUE,30658,Second-Hand,DIESEL,2020,15680.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1106,RENAULT,MEGANE,MANUELLE,48488,Second-Hand,ESSENCE,2020,17260.0,2.2734104,48.90294129999999,ÎLE-DE-FRANCE
1107,RENAULT,CAPTUR,MANUELLE,20582,Second-Hand,ESSENCE,2021,18610.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1108,RENAULT,MEGANE,AUTOMATIQUE,72886,Second-Hand,DIESEL,2020,16320.0,1.5203433000000002,48.437803100000004,CENTRE-VAL DE LOIRE
1109,RENAULT,MEGANE,AUTOMATIQUE,11,New,DIESEL,2021,25510.0,-1.616473,48.1063327,BRETAGNE
1110,RENAULT,CAPTUR,MANUELLE,23611,Second-Hand,ESSENCE,2021,20140.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1111,RENAULT,MEGANE,MANUELLE,28821,Second-Hand,ESSENCE,2020,18060.0,2.0123747,48.7714685,ÎLE-DE-FRANCE
1112,PEUGEOT,208,AUTOMATIQUE,26558,Second-Hand,ESSENCE,2019,16520.0,-0.6423265,44.861084999999996,NOUVELLE-AQUITAINE
1113,PEUGEOT,208,MANUELLE,12,New,ESSENCE,2021,22980.0,2.4561754000000002,48.8501864,ÎLE-DE-FRANCE
1114,PEUGEOT,208,MANUELLE,14860,Second-Hand,ESSENCE,2020,17340.0,4.4007775,45.46319159999999,AUVERGNE-RHÔNE-ALPES
1115,PEUGEOT,108,MANUELLE,10268,Second-Hand,ESSENCE,2018,10530.0,1.0465014000000001,49.4180309,NORMANDIE
1116,PEUGEOT,208,MANUELLE,45626,Second-Hand,ESSENCE,2019,13780.0,2.293987,48.830740899999995,ÎLE-DE-FRANCE
1117,PEUGEOT,308,MANUELLE,27905,Second-Hand,DIESEL,2020,21600.0,5.580835599999999,43.28567,PROVENCE-ALPES-CÔTE D'AZUR
1118,PEUGEOT,3008,MANUELLE,55870,Second-Hand,DIESEL,2019,30360.0,4.9245801999999985,45.7648758,AUVERGNE-RHÔNE-ALPES
1119,PEUGEOT,208,MANUELLE,23523,Second-Hand,ESSENCE,2020,16290.0,3.121595,50.631513,HAUTS-DE-FRANCE
1120,PEUGEOT,208,MANUELLE,18866,Second-Hand,ESSENCE,2020,13790.0,5.037298000000002,43.436943,PROVENCE-ALPES-CÔTE D'AZUR
1121,PEUGEOT,108,MANUELLE,10678,Second-Hand,ESSENCE,2021,13320.0,4.4007775,45.46319159999999,AUVERGNE-RHÔNE-ALPES
1122,CITROEN,C3,AUTOMATIQUE,23815,Second-Hand,ESSENCE,2020,20070.0,3.0109543999999997,50.6449927,HAUTS-DE-FRANCE
1123,CITROEN,C5 AIRCROSS,MANUELLE,94211,Second-Hand,DIESEL,2020,27430.0,1.0465014000000001,49.4180309,NORMANDIE
1124,CITROEN,C3,MANUELLE,34838,Second-Hand,ESSENCE,2020,14990.0,4.398725,45.4626731,AUVERGNE-RHÔNE-ALPES
1125,CITROEN,C3,MANUELLE,79692,Second-Hand,DIESEL,2020,14550.0,4.398725,45.4626731,AUVERGNE-RHÔNE-ALPES
1126,CITROEN,C3,MANUELLE,29749,Second-Hand,DIESEL,2020,16680.0,-0.5108495,44.867689399999996,NOUVELLE-AQUITAINE
1127,CITROEN,C4,MANUELLE,135306,Second-Hand,DIESEL,2018,10400.0,1.0465014000000001,49.4180309,NORMANDIE
1128,CITROEN,C4 CACTUS,MANUELLE,81765,Second-Hand,DIESEL,2020,13360.0,1.4318042,43.6375545,OCCITANIE
1129,CITROEN,C5 AIRCROSS,AUTOMATIQUE,11652,Second-Hand,DIESEL,2021,32170.0,4.877194,45.811371,AUVERGNE-RHÔNE-ALPES
1130,TOYOTA,C-HR,AUTOMATIQUE,42538,Second-Hand,HYBRIDE,2018,19990.0,2.3409853,48.7828375,ÎLE-DE-FRANCE
1131,TOYOTA,YARIS,MANUELLE,13619,Second-Hand,ESSENCE,2020,13620.0,3.2914203,48.5528779,ÎLE-DE-FRANCE
1132,TOYOTA,COROLLA,AUTOMATIQUE,16784,Second-Hand,HYBRIDE,2021,26430.0,5.4021503,43.506357,PROVENCE-ALPES-CÔTE D'AZUR
1133,TOYOTA,COROLLA,AUTOMATIQUE,3600,Second-Hand,HYBRIDE,2021,31180.0,3.2914203,48.5528779,ÎLE-DE-FRANCE
1134,TOYOTA,YARIS,AUTOMATIQUE,19213,Second-Hand,HYBRIDE,2019,15010.0,0.268869,45.842559,NOUVELLE-AQUITAINE
1135,TOYOTA,YARIS,AUTOMATIQUE,44065,Second-Hand,HYBRIDE,2019,16780.0,4.8315009999999985,44.1220757,PROVENCE-ALPES-CÔTE D'AZUR
1136,TOYOTA,C-HR,AUTOMATIQUE,38680,Second-Hand,HYBRIDE,2019,25780.0,-0.538555,44.818225,NOUVELLE-AQUITAINE
1137,TOYOTA,YARIS,AUTOMATIQUE,43329,Second-Hand,HYBRIDE,2020,15890.0,-1.616473,48.1063327,BRETAGNE
1138,TOYOTA,AYGO,MANUELLE,23383,Second-Hand,ESSENCE,2019,9080.0,2.1823240000000004,49.01591200000001,ÎLE-DE-FRANCE
1139,VOLKSWAGEN,POLO,MANUELLE,50858,Second-Hand,ESSENCE,2020,15120.0,2.3830927,47.0891116,CENTRE-VAL DE LOIRE
1140,VOLKSWAGEN,GOLF,AUTOMATIQUE,4815,Second-Hand,DIESEL,2021,34700.0,4.9581469999999985,48.800657,GRAND EST
1141,VOLKSWAGEN,GOLF,AUTOMATIQUE,72878,Second-Hand,DIESEL,2019,19740.0,4.9581469999999985,48.800657,GRAND EST
1142,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,64418,Second-Hand,DIESEL,2019,33460.0,-0.468397,43.9040938,NOUVELLE-AQUITAINE
1143,VOLKSWAGEN,GOLF,MANUELLE,91,New,ESSENCE,2021,29520.0,3.1355668,45.7896531,AUVERGNE-RHÔNE-ALPES
1144,VOLKSWAGEN,GOLF,MANUELLE,93940,Second-Hand,ESSENCE,2004,6700.0,2.4960217,48.9367296,ÎLE-DE-FRANCE
1145,VOLKSWAGEN,GOLF,AUTOMATIQUE,6,New,HYBRIDE,2021,33910.0,4.9581469999999985,48.800657,GRAND EST
1146,VOLKSWAGEN,POLO,MANUELLE,12,New,ESSENCE,2021,21230.0,0.6164054,44.188911600000004,NOUVELLE-AQUITAINE
1147,VOLKSWAGEN,GOLF,MANUELLE,14040,Second-Hand,DIESEL,2021,27680.0,3.0553699,45.765088399999996,AUVERGNE-RHÔNE-ALPES
1148,VOLKSWAGEN,GOLF,AUTOMATIQUE,60145,Second-Hand,ESSENCE,2018,22970.0,2.344105,49.030429,ÎLE-DE-FRANCE
1149,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,163236,Second-Hand,DIESEL,2015,22570.0,2.8858962000000004,48.85582900000001,ÎLE-DE-FRANCE
1150,RENAULT,ZOE,AUTOMATIQUE,10938,Second-Hand,ELECTRIQUE,2021,25970.0,4.9581469999999985,48.800657,GRAND EST
1151,RENAULT,MEGANE,MANUELLE,12956,Second-Hand,DIESEL,2020,19570.0,-1.616473,48.1063327,BRETAGNE
1152,RENAULT,CAPTUR,AUTOMATIQUE,23250,Second-Hand,ESSENCE,2020,16510.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1153,RENAULT,CLIO,MANUELLE,51192,Second-Hand,DIESEL,2019,10840.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1154,RENAULT,MEGANE,MANUELLE,62605,Second-Hand,DIESEL,2020,16860.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1155,RENAULT,CAPTUR,MANUELLE,11,New,ESSENCE,2021,24090.0,0.5468436999999999,46.8375677,NOUVELLE-AQUITAINE
1156,RENAULT,CAPTUR,AUTOMATIQUE,11231,Second-Hand,ESSENCE,2020,19100.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1157,RENAULT,CLIO,MANUELLE,12913,Second-Hand,ESSENCE,2021,18380.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1158,PEUGEOT,308,MANUELLE,86485,Second-Hand,ESSENCE,2017,16730.0,5.037298000000002,43.436943,PROVENCE-ALPES-CÔTE D'AZUR
1159,PEUGEOT,308,MANUELLE,998,Second-Hand,DIESEL,2021,29100.0,-0.6423139999999999,44.785382,NOUVELLE-AQUITAINE
1160,PEUGEOT,2008,AUTOMATIQUE,1240,Second-Hand,ELECTRIQUE,2021,42140.0,2.5216868999999997,48.9503361,ÎLE-DE-FRANCE
1161,PEUGEOT,2008,MANUELLE,57660,Second-Hand,DIESEL,2019,14310.0,4.8804215000000015,45.812070500000004,AUVERGNE-RHÔNE-ALPES
1162,PEUGEOT,308,MANUELLE,87345,Second-Hand,DIESEL,2019,21230.0,0.29834659999999996,44.400830799999994,NOUVELLE-AQUITAINE
1163,PEUGEOT,2008,MANUELLE,11700,Second-Hand,ESSENCE,2020,18680.0,-0.26853309999999997,44.5602505,NOUVELLE-AQUITAINE
1164,PEUGEOT,108,MANUELLE,11,New,ESSENCE,2021,14350.0,-0.6884505,44.8228221,NOUVELLE-AQUITAINE
1165,PEUGEOT,3008,MANUELLE,19980,Second-Hand,DIESEL,2021,31780.0,4.4007775,45.46319159999999,AUVERGNE-RHÔNE-ALPES
1166,PEUGEOT,308,AUTOMATIQUE,92865,Second-Hand,DIESEL,2020,18540.0,4.877194,45.811371,AUVERGNE-RHÔNE-ALPES
1167,PEUGEOT,2008,MANUELLE,3779,Second-Hand,DIESEL,2021,31300.0,3.121595,50.631513,HAUTS-DE-FRANCE
1168,PEUGEOT,2008,MANUELLE,4144,Second-Hand,DIESEL,2021,27280.0,3.121595,50.631513,HAUTS-DE-FRANCE
1169,PEUGEOT,108,MANUELLE,22788,Second-Hand,ESSENCE,2020,11540.0,5.580835599999999,43.28567,PROVENCE-ALPES-CÔTE D'AZUR
1170,PEUGEOT,208,MANUELLE,19572,Second-Hand,ESSENCE,2020,13090.0,2.2990862,48.848465399999995,ÎLE-DE-FRANCE
1171,CITROEN,BERLINGO,MANUELLE,26670,Second-Hand,DIESEL,2016,16590.0,0.3572301,45.0368494,NOUVELLE-AQUITAINE
1172,CITROEN,BERLINGO,MANUELLE,150959,Second-Hand,DIESEL,2018,12640.0,0.7671490000000001,45.1825438,NOUVELLE-AQUITAINE
1173,CITROEN,C4 CACTUS,MANUELLE,31280,Second-Hand,DIESEL,2020,15730.0,5.3954276,43.2629459,PROVENCE-ALPES-CÔTE D'AZUR
1174,CITROEN,C4,MANUELLE,12720,Second-Hand,ESSENCE,2021,27450.0,2.4257388,48.8459416,ÎLE-DE-FRANCE
1175,CITROEN,C4,MANUELLE,97624,Second-Hand,DIESEL,2017,12380.0,0.4558292000000001,44.83722590000001,NOUVELLE-AQUITAINE
1176,TOYOTA,COROLLA,AUTOMATIQUE,8052,Second-Hand,HYBRIDE,2021,29310.0,-0.538555,44.818225,NOUVELLE-AQUITAINE
1177,TOYOTA,YARIS,MANUELLE,14453,Second-Hand,ESSENCE,2020,11420.0,2.6774626,48.83076390000001,ÎLE-DE-FRANCE
1178,TOYOTA,C-HR,AUTOMATIQUE,12867,Second-Hand,HYBRIDE,2019,24960.0,-0.538555,44.818225,NOUVELLE-AQUITAINE
1179,TOYOTA,C-HR,AUTOMATIQUE,12,New,HYBRIDE,2021,29650.0,1.9119781000000002,48.7623634,ÎLE-DE-FRANCE
1180,TOYOTA,RAV4,MANUELLE,176298,Second-Hand,DIESEL,2014,14020.0,-0.2844723,49.289236100000004,NORMANDIE
1181,TOYOTA,YARIS,AUTOMATIQUE,96385,Second-Hand,HYBRIDE,2020,16640.0,3.2914203,48.5528779,ÎLE-DE-FRANCE
1182,TOYOTA,RAV4,MANUELLE,83082,Second-Hand,DIESEL,2017,21440.0,3.955255,49.05234600000001,GRAND EST
1183,VOLKSWAGEN,TIGUAN,AUTOMATIQUE,125023,Second-Hand,DIESEL,2019,27230.0,1.650625,46.778693,CENTRE-VAL DE LOIRE
1184,VOLKSWAGEN,GOLF,MANUELLE,12,New,ESSENCE,2021,27940.0,2.7333572999999998,47.9796844,CENTRE-VAL DE LOIRE
1185,VOLKSWAGEN,TIGUAN,MANUELLE,71395,Second-Hand,DIESEL,2016,19510.0,2.1099490000000003,48.88368,ÎLE-DE-FRANCE
1186,VOLKSWAGEN,T-ROC,MANUELLE,14,New,ESSENCE,2021,26210.0,1.5203433000000002,48.437803100000004,CENTRE-VAL DE LOIRE
1187,VOLKSWAGEN,GOLF,AUTOMATIQUE,20704,Second-Hand,ESSENCE,2021,31300.0,6.2998229000000014,46.1334426,AUVERGNE-RHÔNE-ALPES
1188,VOLKSWAGEN,UP!,MANUELLE,14319,Second-Hand,ESSENCE,2020,12190.0,2.390742700000001,50.6297928,HAUTS-DE-FRANCE
1189,RENAULT,CLIO,MANUELLE,31999,Second-Hand,DIESEL,2020,14140.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1190,RENAULT,ZOE,AUTOMATIQUE,25365,Second-Hand,ELECTRIQUE,2020,13290.0,2.2734104,48.90294129999999,ÎLE-DE-FRANCE
1191,RENAULT,CLIO,MANUELLE,52396,Second-Hand,ESSENCE,2018,12400.0,2.2734104,48.90294129999999,ÎLE-DE-FRANCE
1192,RENAULT,CLIO,MANUELLE,13018,Second-Hand,DIESEL,2021,17270.0,0.7671490000000001,45.1825438,NOUVELLE-AQUITAINE
1193,RENAULT,CLIO,MANUELLE,49078,Second-Hand,DIESEL,2019,12700.0,1.3900006999999999,43.51913769999999,OCCITANIE
1194,RENAULT,CAPTUR,MANUELLE,24323,Second-Hand,ESSENCE,2021,18330.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1195,RENAULT,CLIO,MANUELLE,8611,Second-Hand,ESSENCE,2021,18740.0,2.2518602999999997,48.888832799999996,ÎLE-DE-FRANCE
1196,RENAULT,MEGANE,MANUELLE,9956,Second-Hand,DIESEL,2020,23110.0,-1.616473,48.1063327,BRETAGNE
1197,RENAULT,MEGANE,AUTOMATIQUE,71136,Second-Hand,ESSENCE,2017,22300.0,-1.616473,48.1063327,BRETAGNE
1198,PEUGEOT,108,MANUELLE,39614,Second-Hand,ESSENCE,2019,13020.0,4.863610599999999,45.7173342,AUVERGNE-RHÔNE-ALPES
1199,PEUGEOT,3008,AUTOMATIQUE,2200,Second-Hand,ESSENCE,2021,43890.0,2.342606,48.927009999999996,ÎLE-DE-FRANCE
1200,PEUGEOT,3008,MANUELLE,15114,Second-Hand,DIESEL,2021,35680.0,4.4007775,45.46319159999999,AUVERGNE-RHÔNE-ALPES
1201,PEUGEOT,208,MANUELLE,74979,Second-Hand,ESSENCE,2018,12060.0,0.1205319,44.5179365,NOUVELLE-AQUITAINE
