Brand,Model,Gear,KM,Energie,Year,Price,Zip_code,longitude,latitude
VOLKSWAGEN,GOLF,mécanique,12221,Diesel,2021,29620,69220,4.7481599,46.101769700000006
VOLKSWAGEN,POLO,automatique,15476,Essence,2020,26330,77600,2.7165479466557136,48.84588342372858
VOLKSWAGEN,T-ROC,automatique,48150,Essence,2019,24600,47000,0.6164054,44.188911600000004
VOLKSWAGEN,GOLF,mécanique,91245,Diesel,2018,15930,74130,6.4103072,46.0677591
VOLKSWAGEN,TIGUAN,mécanique,105683,Diesel,2017,21580,44860,-1.5770685,47.1400426
VOLKSWAGEN,GOLF,automatique,15768,Essence,2021,34170,76170,0.582368,49.523262100000004
VOLKSWAGEN,TIGUAN,mécanique,123917,Diesel,2018,21870,66330,2.9230063,42.6895862
VOLKSWAGEN,T-CROSS,automatique,12,Essence,2022,29100,69530,4.7737295,45.6723936
VOLKSWAGEN,GOLF,automatique,4007,Essence,2022,46440,87270,1.2295171999999999,45.897198100000004
VOLKSWAGEN,PHAETON,automatique,323008,Essence,2004,3920,92500,2.1854739,48.8833494
VOLKSWAGEN,UP!,mécanique,2565,Essence,2021,14870,65000,0.07538399999999999,43.21766289999999
VOLKSWAGEN,GOLF,automatique,18480,Diesel,2021,34160,65000,0.07538399999999999,43.21766289999999
VOLKSWAGEN,TOURAN,mécanique,179736,Diesel,2012,11970,81000,2.1541482999999997,43.9502831
VOLKSWAGEN,TIGUAN,mécanique,172450,Diesel,2013,15810,77930,2.6110968,48.459522
VOLKSWAGEN,SHARAN,mécanique,169636,Diesel,2015,15780,34200,3.6846977999999995,43.4077895
RENAULT,MEGANE,mécanique,31094,Diesel,2021,19220,91320,2.3156411,48.7392902
RENAULT,SCENIC,automatique,19666,Essence,2020,26250,78190,2.2518602999999997,48.888832799999996
RENAULT,MEGANE,automatique,9868,Diesel,2021,19830,92400,2.2734104,48.90294129999999
RENAULT,CLIO,mécanique,45753,Diesel,2019,9430,69960,4.9206997,45.66857630000001
RENAULT,MEGANE,automatique,52863,Essence,2020,21710,91320,2.3156411,48.7392902
RENAULT,KADJAR,automatique,60425,Diesel,2019,19240,31120,1.3900006999999999,43.51913769999999
RENAULT,TWINGO,automatique,9771,Essence,2021,13950,78190,2.2518602999999997,48.888832799999996
RENAULT,KADJAR,automatique,130704,Diesel,2017,14430,66000,2.8910572,42.7364566
RENAULT,ESPACE,automatique,65024,Diesel,2016,20900,92500,2.1854739,48.8833494
RENAULT,CLIO,mécanique,94992,Diesel,2019,7470,28700,1.8834386000000003,48.421349400000004
RENAULT,CLIO,mécanique,25787,Essence,2020,13260,78190,2.2518602999999997,48.888832799999996
RENAULT,ESPACE,automatique,86423,Diesel,2016,19400,36250,1.650625,46.778693
RENAULT,ZOE,automatique,34008,Electrique,2019,10970,92400,2.2734104,48.90294129999999
RENAULT,MEGANE,mécanique,56830,Essence,2019,15240,46200,1.4936399999999999,44.9074071
RENAULT,CAPTUR,mécanique,5553,Essence,2021,24420,36250,1.650625,46.778693
RENAULT,ZOE,automatique,3672,Electrique,2021,21580,31120,1.3900006999999999,43.51913769999999
PEUGEOT,308,automatique,28983,Essence,2020,19930,59160,3.0109543999999997,50.6449927
PEUGEOT,508,automatique,5846,Diesel,2019,30220,59650,3.121595,50.631513
PEUGEOT,5008,automatique,4,Diesel,2022,42880,59650,3.121595,50.631513
PEUGEOT,BOXER,mécanique,126082,Diesel,2019,16700,13008,5.3954276,43.2629459
PEUGEOT,2008,mécanique,22680,Diesel,2020,20550,42100,4.4007775,45.46319159999999
PEUGEOT,108,mécanique,12520,Essence,2020,12790,94300,2.4257388,48.8459416
PEUGEOT,108,mécanique,12,Essence,2021,13670,33700,-0.6884505,44.8228221
PEUGEOT,208,mécanique,35387,Essence,2019,11790,78190,2.0123747,48.7714685
PEUGEOT,308,automatique,98829,Diesel,2020,17730,69120,4.9245801999999985,45.7648758
PEUGEOT,208,mécanique,31058,Essence,2018,10470,59650,3.121595,50.631513
PEUGEOT,308,mécanique,73832,Diesel,2019,15000,13400,5.580835599999999,43.28567
PEUGEOT,508,automatique,25337,Diesel,2020,27180,93500,2.4005391,48.8954374
PEUGEOT,208,mécanique,139852,Diesel,2018,8170,13008,5.3954276,43.2629459
PEUGEOT,3008,automatique,22275,Hybride essence électrique,2021,49580,69140,4.8804215000000015,45.812070500000004
PEUGEOT,5008,automatique,11,Diesel,2022,40310,94120,2.4561754000000002,48.8501864
PEUGEOT,208,mécanique,77837,Essence,2018,12690,76120,1.0465014000000001,49.4180309
CITROEN,C3,mécanique,29676,Essence,2020,15260,13400,5.580835599999999,43.28567
CITROEN,C5 AIRCROSS,automatique,52492,Diesel,2020,27730,80480,2.2792873,49.865504200000004
CITROEN,C3 AIRCROSS,mécanique,15373,Essence,2021,21450,94120,2.4561754000000002,48.8501864
CITROEN,C3 AIRCROSS,mécanique,2,Essence,2022,17400,92250,2.2384215,48.903225299999995
CITROEN,C3,mécanique,19027,Essence,2019,14540,78190,2.0123747,48.7714685
CITROEN,C1,mécanique,43192,Essence,2019,10280,59260,3.122092,50.626434100000004
CITROEN,C5 AIRCROSS,automatique,26323,Hybride essence électrique,2021,45220,33700,-0.6884505,44.8228221
CITROEN,C3,mécanique,75439,Diesel,2020,12750,59155,3.086951,50.58636
CITROEN,DS5,automatique,120325,Diesel,2015,13720,93600,2.5216868999999997,48.9503361
CITROEN,C3 AIRCROSS,mécanique,13573,Essence,2021,21060,31200,1.4318042,43.6375545
CITROEN,C3,mécanique,88745,Diesel,2017,7190,80480,2.2792873,49.865504200000004
CITROEN,C5 AIRCROSS,automatique,19519,Essence,2021,33190,33110,-0.6423265,44.861084999999996
CITROEN,BERLINGO,mécanique,3,Diesel,2020,18300,93500,2.4005391,48.8954374
CITROEN,C3 AIRCROSS,mécanique,78467,Diesel,2019,18480,69200,4.8620739,45.716894
CITROEN,C5 AIRCROSS,automatique,2652,Essence,2021,31780,75015,2.293987,48.830740899999995
CITROEN,C5 AIRCROSS,automatique,2707,Diesel,2022,36790,80480,2.2792873,49.865504200000004
TOYOTA,YARIS,automatique,66000,Hybride essence électrique,2018,11990,13290,5.4021503,43.506357
TOYOTA,YARIS,automatique,11,Hybride essence électrique,2022,22180,78260,2.0606332,48.966164899999995
TOYOTA,YARIS,automatique,15990,Hybride essence électrique,2020,18430,6270,7.133116800000001,43.6365797
TOYOTA,RAV 4,mécanique,203040,Diesel,2009,7540,11100,2.9833699,43.1594947
TOYOTA,C-HR,mécanique,47422,Essence,2019,20110,33130,-0.538555,44.818225
TOYOTA,YARIS,automatique,34648,Hybride essence électrique,2019,19290,33700,-0.6707765,44.827146
TOYOTA,YARIS,automatique,74095,Hybride essence électrique,2019,17340,11100,2.9828639999999997,43.155642
TOYOTA,AYGO,automatique,43162,Essence,2019,10710,9100,1.6292459,43.109196600000004
TOYOTA,RAV 4,automatique,6902,Hybride essence électrique,2022,44060,51200,3.955255,49.05234600000001
TOYOTA,AURIS,mécanique,123964,Diesel,2014,11180,13290,5.4021503,43.506357
TOYOTA,COROLLA,automatique,26188,Hybride essence électrique,2020,24130,13010,5.419517099999999,43.2796354
TOYOTA,AYGO,mécanique,28143,Essence,2019,10050,31800,0.7618733999999999,43.1137348
TOYOTA,AURIS,automatique,47227,Hybride essence électrique,2019,22410,54400,5.7702675,49.5117495
TOYOTA,YARIS,automatique,41308,Hybride essence électrique,2019,15780,94240,2.3409853,48.7828375
VOLKSWAGEN,GOLF,mécanique,101631,Essence,2008,26200,74930,6.299822900000001,46.1334426
VOLKSWAGEN,PASSAT,automatique,17210,Diesel,2021,42330,69008,4.8504718,45.7153881
VOLKSWAGEN,POLO,mécanique,5445,Essence,2021,20540,69220,4.7481599,46.101769700000006
VOLKSWAGEN,GOLF,automatique,56980,Essence,2016,35190,47000,0.6164054,44.188911600000004
VOLKSWAGEN,POLO,mécanique,31904,Essence,2020,17840,47200,0.1256422,44.5153942
VOLKSWAGEN,POLO,mécanique,72739,Essence,2019,15500,66330,2.9230063,42.6895862
VOLKSWAGEN,GOLF,automatique,4007,Essence,2022,46440,87270,1.2295171999999999,45.897198100000004
VOLKSWAGEN,T-ROC,automatique,11,Essence,2022,31760,69530,4.7737295,45.6723936
VOLKSWAGEN,GOLF,automatique,232100,Essence,2006,14170,69680,4.9668449,45.723870899999994
VOLKSWAGEN,POLO,mécanique,47400,Essence,2019,16310,47000,0.6164054,44.188911600000004
VOLKSWAGEN,ID.3,automatique,2470,Electrique,2021,38280,64230,-0.43905200000000005,43.32464590000001
VOLKSWAGEN,TOUAREG,automatique,108145,Diesel,2018,43390,69120,4.9228974,45.74780429999999
VOLKSWAGEN,GOLF,automatique,10151,Diesel,2021,38730,40280,-0.487245,43.86569
VOLKSWAGEN,COCCINELLE,automatique,79300,Diesel,2016,31710,47200,0.1256422,44.5153942
VOLKSWAGEN,POLO,mécanique,12,Essence,2022,20540,69220,4.7481599,46.101769700000006
VOLKSWAGEN,TIGUAN,mécanique,172450,Diesel,2013,15810,77930,2.6110968,48.459522
RENAULT,CLIO,automatique,50941,Diesel,2018,12700,72650,0.1727154,48.04410379999999
RENAULT,CLIO,mécanique,1619,Essence,2021,15760,78190,2.2518602999999997,48.888832799999996
RENAULT,CAPTUR,mécanique,12,Essence,2022,25110,35510,-1.616473,48.1063327
RENAULT,ZOE,automatique,30713,Electrique,2019,12410,91320,2.3156411,48.7392902
RENAULT,MASTER,mécanique,71484,Diesel,2019,21220,28700,1.8834386000000003,48.421349400000004
RENAULT,MEGANE,automatique,9868,Diesel,2021,19830,92400,2.2734104,48.90294129999999
RENAULT,CAPTUR,automatique,8383,Diesel,2020,26140,78190,2.2518602999999997,48.888832799999996
RENAULT,CAPTUR,mécanique,71852,Diesel,2018,14460,87270,1.2295171999999999,45.897198100000004
RENAULT,ZOE,automatique,33827,Electrique,2019,10620,92400,2.2734104,48.90294129999999
RENAULT,GRAND SCENIC,automatique,68713,Diesel,2020,22280,91320,2.3156411,48.7392902
RENAULT,ZOE,automatique,15820,Electrique,2020,13700,59650,3.121595,50.631513
RENAULT,GRAND SCENIC,automatique,103180,Diesel,2017,12490,28000,1.5203433000000002,48.437803100000004
RENAULT,CLIO,mécanique,25787,Essence,2020,13260,78190,2.2518602999999997,48.888832799999996
RENAULT,CAPTUR,mécanique,12,Essence,2022,22080,91320,2.3156411,48.7392902
RENAULT,CAPTUR,automatique,4087,Essence,2020,20450,78190,2.2518602999999997,48.888832799999996
RENAULT,CLIO,mécanique,67578,Essence,2019,12360,59260,3.122092,50.626434100000004
PEUGEOT,2008,mécanique,96507,Diesel,2019,13450,69200,4.863610599999999,45.7173342
PEUGEOT,208,mécanique,21234,Essence,2020,14620,13400,5.580835599999999,43.28567
PEUGEOT,3008,automatique,5,Hybride essence électrique,2021,49070,33110,-0.6423265,44.861084999999996
PEUGEOT,3008,mécanique,96549,Diesel,2016,12370,33700,-0.6884505,44.8228221
PEUGEOT,308,automatique,87519,Essence,2019,16510,93500,2.4005391,48.8954374
PEUGEOT,3008,automatique,61276,Diesel,2019,26750,92250,2.2384215,48.903225299999995
PEUGEOT,PARTNER,mécanique,105020,Diesel,2018,11830,33700,-0.6884505,44.8228221
PEUGEOT,508,mécanique,143919,Diesel,2019,14540,33600,-0.6423139999999999,44.785382
PEUGEOT,208,mécanique,23710,Essence,2019,15090,59650,3.121595,50.631513
PEUGEOT,2008,automatique,13456,Essence,2020,21110,93140,2.4795229,48.90645199999999
PEUGEOT,108,mécanique,1120,Essence,2022,14390,94340,2.4807221,48.8202631
PEUGEOT,208,mécanique,31058,Essence,2018,10470,59650,3.121595,50.631513
PEUGEOT,3008,automatique,142201,Diesel,2020,22210,13008,5.3954276,43.2629459
PEUGEOT,508,automatique,147,Diesel,2021,33360,80480,2.2792873,49.865504200000004
PEUGEOT,3008,automatique,18980,Diesel,2019,37990,69130,4.7816712,45.7883595
PEUGEOT,2008,automatique,69407,Essence,2017,14080,33700,-0.6884505,44.8228221
CITROEN,C4 CACTUS,mécanique,31969,Diesel,2020,17420,47400,0.29834659999999996,44.400830799999994
CITROEN,C3,mécanique,51655,Essence,2020,14940,42000,4.398725,45.4626731
CITROEN,C3,mécanique,25210,Essence,2019,14190,61300,0.6384603999999999,48.7438061
CITROEN,C5 AIRCROSS,automatique,3406,Hybride essence électrique,2021,39470,80480,2.2792873,49.865504200000004
CITROEN,C3,mécanique,107206,Diesel,2020,13910,42000,4.398725,45.4626731
CITROEN,C4 CACTUS,mécanique,12729,Essence,2021,18080,42000,4.398725,45.4626731
CITROEN,C1,mécanique,5,Essence,2022,12170,92270,2.2775011000000003,48.9212786
CITROEN,C3,mécanique,42199,Diesel,2018,14870,24750,0.7671490000000001,45.1825438
CITROEN,C4 CACTUS,automatique,94168,Diesel,2019,16800,59160,3.0109543999999997,50.6449927
CITROEN,C4 CACTUS,mécanique,122256,Diesel,2017,12900,33110,-0.6423265,44.861084999999996
CITROEN,C3 AIRCROSS,mécanique,46336,Diesel,2018,17640,69120,4.9245801999999985,45.7648758
CITROEN,C3,mécanique,49615,Essence,2019,13390,42000,4.398725,45.4626731
CITROEN,GRAND C4 SPACETOURER,automatique,10,Diesel,2021,29580,31200,1.4318042,43.6375545
CITROEN,C5 AIRCROSS,automatique,5934,Hybride essence électrique,2022,39750,66330,2.9230063,42.6895862
CITROEN,JUMPY,mécanique,63744,Diesel,2020,27470,69140,4.877194,45.811371
CITROEN,C4 CACTUS,mécanique,11939,Essence,2021,17100,47200,0.1205319,44.5179365
TOYOTA,RAV 4,automatique,25337,Hybride essence électrique,2020,38700,66000,2.8911702,42.67376540000001
TOYOTA,AURIS,automatique,22263,Hybride essence électrique,2019,20890,34400,4.1464118999999995,43.6853525
TOYOTA,RAV 4,automatique,111477,Hybride essence électrique,2020,37180,33500,-0.21761399999999997,44.901353
TOYOTA,C-HR,automatique,56,Hybride diesel électrique,2021,26640,35510,-1.616473,48.1063327
TOYOTA,YARIS,automatique,31000,Hybride essence électrique,2019,19200,77160,3.2914203,48.5528779
TOYOTA,C-HR,automatique,11,Hybride essence électrique,2022,29360,35510,-1.616473,48.1063327
TOYOTA,C-HR,automatique,31382,Hybride essence électrique,2019,25510,13010,5.419517099999999,43.2796354
TOYOTA,AYGO,mécanique,78789,Essence,2019,10440,44290,-1.745584,47.6294749
TOYOTA,AURIS,automatique,75640,Hybride essence électrique,2019,19200,13730,5.232458900000001,43.418476399999996
TOYOTA,C-HR,automatique,43197,Hybride essence électrique,2018,22970,16430,0.17906729999999998,45.6860435
TOYOTA,COROLLA,automatique,10998,Hybride essence électrique,2021,29260,13290,5.4021503,43.506357
TOYOTA,C-HR,automatique,23309,Hybride essence électrique,2019,20890,84140,4.8763005,43.9192939
TOYOTA,C-HR,automatique,12,Hybride essence électrique,2022,30460,35510,-1.616473,48.1063327
TOYOTA,YARIS,automatique,47259,Hybride essence électrique,2019,16100,35510,-1.616473,48.1063327
TOYOTA,COROLLA,automatique,13479,Hybride essence électrique,2020,23960,47300,0.690345,44.4051307
TOYOTA,C-HR,automatique,11,Hybride essence électrique,2022,25600,78310,1.9119781000000002,48.7623634
VOLKSWAGEN,GOLF,mécanique,71586,Diesel,2020,22610,62120,2.3907427000000006,50.6297928
VOLKSWAGEN,T-ROC,mécanique,12,Essence,2022,27260,78120,1.8492847,48.6527683
VOLKSWAGEN,GOLF SPORTSVAN,mécanique,78554,Diesel,2018,16190,33490,-0.2372558,44.565283799999996
VOLKSWAGEN,GOLF,automatique,25530,Essence,2020,37730,47000,0.6164054,44.188911600000004
VOLKSWAGEN,GOLF,automatique,111360,Essence,2015,26670,47000,0.6164054,44.188911600000004
VOLKSWAGEN,T-ROC,mécanique,12,Essence,2022,27960,63000,3.1355668,45.7896531
VOLKSWAGEN,T-ROC,mécanique,13,Essence,2022,29120,28100,1.3521627,48.748616600000005
VOLKSWAGEN,TIGUAN,automatique,11,Diesel,2022,40450,35510,-1.616473,48.1063327
VOLKSWAGEN,TIGUAN,mécanique,105683,Diesel,2017,21580,44860,-1.5770685,47.1400426
VOLKSWAGEN,GOLF,mécanique,46625,Diesel,2018,22370,79500,-0.14800950000000002,46.218961900000004
VOLKSWAGEN,PASSAT,automatique,10618,Diesel,2021,38060,76170,0.582368,49.523262100000004
VOLKSWAGEN,GOLF,automatique,57584,Essence,2016,37750,47000,0.6164054,44.188911600000004
VOLKSWAGEN,POLO,automatique,67498,Essence,2018,14700,66000,2.8910572,42.7364566
VOLKSWAGEN,PASSAT,mécanique,120806,Diesel,2015,15320,36250,1.650625,46.778693
RENAULT,CLIO,mécanique,5384,Diesel,2020,18380,36250,1.650625,46.778693
RENAULT,SCENIC,mécanique,83842,Diesel,2017,13090,91320,2.3156411,48.7392902
RENAULT,KADJAR,mécanique,60019,Diesel,2019,18920,28000,1.5203433000000002,48.437803100000004
RENAULT,MEGANE,mécanique,96075,Diesel,2017,11640,69960,4.9206997,45.66857630000001
RENAULT,CAPTUR,mécanique,7,Bicarburation essence GPL,2022,21540,91320,2.3156411,48.7392902
RENAULT,CLIO,mécanique,87202,Diesel,2018,8220,69960,4.9206997,45.66857630000001
RENAULT,CLIO,mécanique,22867,Essence,2020,20040,91320,2.3156411,48.7392902
RENAULT,MEGANE,mécanique,51744,Diesel,2019,17060,72650,0.1727154,48.04410379999999
RENAULT,CLIO,automatique,45696,Diesel,2020,14890,91320,2.3156411,48.7392902
RENAULT,TRAFIC,automatique,1,Diesel,2022,34810,42210,4.227184400000001,45.682267700000004
RENAULT,KOLEOS,automatique,17820,Diesel,2021,39400,31120,1.3900006999999999,43.51913769999999
RENAULT,KANGOO EXPRESS,mécanique,121281,Diesel,2018,10090,92250,2.2384215,48.903225299999995
RENAULT,GRAND SCENIC,automatique,98052,Diesel,2019,16360,72650,0.1727154,48.04410379999999
RENAULT,ESPACE,automatique,79174,Essence,2016,22170,31660,1.5690785,43.8087609
RENAULT,CAPTUR,mécanique,5397,Essence,2021,21830,36250,1.650625,46.778693
PEUGEOT,308,automatique,98829,Diesel,2020,17730,69120,4.9245801999999985,45.7648758
PEUGEOT,5008,automatique,34892,Diesel,2021,35490,75015,2.2990862,48.848465399999995
PEUGEOT,3008,mécanique,46883,Essence,2019,22980,59650,3.121595,50.631513
PEUGEOT,308,mécanique,69829,Essence,2017,20310,70300,6.3639481,47.810984499999996
PEUGEOT,108,mécanique,19827,Essence,2020,12180,69200,4.8620739,45.716894
PEUGEOT,308,automatique,1,Diesel,2022,28880,59650,3.121595,50.631513
PEUGEOT,208,mécanique,48141,Essence,2019,16890,69120,4.9245801999999985,45.7648758
PEUGEOT,208,mécanique,27440,Essence,2019,15480,13400,5.580835599999999,43.28567
PEUGEOT,108,mécanique,11,Essence,2021,14860,33110,-0.6423265,44.861084999999996
PEUGEOT,3008,automatique,13839,Diesel,2021,33870,69130,4.7816712,45.7883595
PEUGEOT,5008,automatique,6,Diesel,2022,39420,33700,-0.6884505,44.8228221
PEUGEOT,5008,automatique,4800,Diesel,2021,44380,93600,2.5216868999999997,48.9503361
PEUGEOT,508,automatique,27303,Hybride essence électrique,2020,41630,76600,0.1439386,49.494584100000004
PEUGEOT,108,mécanique,11,Essence,2021,14110,13008,5.3954276,43.2629459
PEUGEOT,508,automatique,167,Diesel,2020,34900,59650,3.121595,50.631513
PEUGEOT,208,mécanique,64235,Essence,2019,13200,13400,5.580835599999999,43.28567
CITROEN,C4 CACTUS,mécanique,56160,Essence,2018,11710,31200,1.4318042,43.6375545
CITROEN,C3,mécanique,90810,Diesel,2019,9500,78190,2.0123747,48.7714685
CITROEN,C4,mécanique,4361,Essence,2021,29730,75015,2.293987,48.830740899999995
CITROEN,C3,mécanique,56675,Diesel,2018,10140,69120,4.9245801999999985,45.7648758
CITROEN,BERLINGO,mécanique,43197,Diesel,2019,19020,31200,1.4318042,43.6375545
CITROEN,C3,mécanique,138182,Diesel,2019,10860,59260,3.122092,50.626434100000004
CITROEN,C4 SPACETOURER,mécanique,39270,Diesel,2019,21040,33700,-0.6884505,44.8228221
CITROEN,C4 CACTUS,automatique,1900,Essence,2021,21830,71000,4.8520042000000005,46.7418472
CITROEN,C1,mécanique,20993,Essence,2018,10860,33110,-0.6423265,44.861084999999996
CITROEN,C5 AIRCROSS,automatique,7215,Diesel,2022,35840,76120,1.0465014000000001,49.4180309
CITROEN,C4 SPACETOURER,automatique,98154,Diesel,2019,24980,33210,-0.26853309999999997,44.5602505
CITROEN,C3,mécanique,62472,Diesel,2019,15810,42000,4.398725,45.4626731
CITROEN,C3,mécanique,32119,Essence,2020,15230,78310,1.9330241000000001,48.75670359999999
CITROEN,C3 AIRCROSS,automatique,44052,Essence,2019,19820,33110,-0.6423265,44.861084999999996
CITROEN,C5 AIRCROSS,automatique,10830,Essence,2020,34750,33110,-0.6423265,44.861084999999996
TOYOTA,LAND CRUISER SW,automatique,169050,Diesel,2011,45030,33700,-0.6753011,44.833424
TOYOTA,YARIS,mécanique,44441,Essence,2020,12960,34070,3.8664053,43.5800528
TOYOTA,AYGO,mécanique,14438,Essence,2018,10390,10100,3.6472442000000003,48.515718
TOYOTA,YARIS,mécanique,21316,Essence,2020,13760,40990,-1.135305,43.716634899999995
TOYOTA,C-HR,automatique,73270,Hybride essence électrique,2018,20380,69190,4.8511939,45.7150794
TOYOTA,YARIS,automatique,46781,Hybride essence électrique,2019,16090,33700,-0.6707765,44.827146
TOYOTA,C-HR,automatique,27146,Hybride essence électrique,2020,23610,13010,5.419517099999999,43.2796354
TOYOTA,YARIS,mécanique,47094,Essence,2019,12940,13290,5.4021503,43.506357
TOYOTA,COROLLA,automatique,11352,Hybride essence électrique,2021,34100,33700,-0.6707765,44.827146
TOYOTA,AYGO,automatique,5900,Essence,2022,15320,91170,2.3785486000000002,48.6821097
TOYOTA,C-HR,automatique,59470,Hybride essence électrique,2019,24060,33130,-0.538555,44.818225
TOYOTA,C-HR,automatique,25222,Hybride essence électrique,2019,26980,94110,2.3246732000000003,48.802197899999996
TOYOTA,C-HR,automatique,26372,Hybride essence électrique,2020,28160,33130,-0.538555,44.818225
TOYOTA,C-HR,automatique,43248,Hybride essence électrique,2020,24400,51200,3.955255,49.05234600000001
TOYOTA,AURIS,automatique,41956,Hybride essence électrique,2019,19930,51200,3.955255,49.05234600000001
TOYOTA,AYGO,mécanique,49662,Essence,2019,10330,13730,5.232458900000001,43.418476399999996
VOLKSWAGEN,TIGUAN,automatique,12,Diesel,2022,45000,78310,1.9119781000000002,48.7623634
VOLKSWAGEN,CADDY,mécanique,89227,Diesel,2019,14930,4000,6.1817917,44.0730319
VOLKSWAGEN,TIGUAN,automatique,51464,Diesel,2019,35480,86280,0.34469770000000005,46.5624726
VOLKSWAGEN,TIGUAN,automatique,6300,Diesel,2022,44070,69220,4.7481599,46.101769700000006
VOLKSWAGEN,GOLF,automatique,97744,Diesel,2020,17190,55800,4.9581469999999985,48.800657
VOLKSWAGEN,T-CROSS,automatique,5956,Essence,2021,25650,91301,2.2879666000000003,48.72139259999999
VOLKSWAGEN,GOLF,automatique,62,Essence,2022,56450,92100,2.2445302000000003,48.8394304
VOLKSWAGEN,POLO,mécanique,63670,Essence,2015,10680,6200,7.2067017999999985,43.6934076
VOLKSWAGEN,POLO,mécanique,58059,Essence,2018,13660,30900,4.3328996,43.8136602
VOLKSWAGEN,T-CROSS,automatique,12,Essence,2022,29100,69530,4.7737295,45.6723936
VOLKSWAGEN,POLO,mécanique,106029,Diesel,2018,11010,28100,1.3521627,48.748616600000005
VOLKSWAGEN,POLO,mécanique,148400,Diesel,2009,4760,93600,2.4960217,48.9367296
VOLKSWAGEN,PASSAT,automatique,117700,Diesel,2014,9620,93600,2.4960217,48.9367296
VOLKSWAGEN,GOLF,mécanique,8740,Essence,2020,22970,69220,4.7481599,46.101769700000006
VOLKSWAGEN,GOLF,automatique,114106,Essence,2013,27020,74800,6.304754099999999,46.076585200000004
RENAULT,CAPTUR,mécanique,18584,Essence,2020,12700,78190,2.2518602999999997,48.888832799999996
RENAULT,ESPACE,automatique,76278,Diesel,2019,23790,36250,1.650625,46.778693
RENAULT,MEGANE,mécanique,96935,Diesel,2018,11280,91320,2.3156411,48.7392902
RENAULT,CAPTUR,mécanique,65457,Essence,2020,13060,35510,-1.616473,48.1063327
RENAULT,MEGANE,mécanique,58409,Diesel,2019,16780,72650,0.1727154,48.04410379999999
RENAULT,TRAFIC,mécanique,1,Diesel,2022,29980,42210,4.227184400000001,45.682267700000004
RENAULT,CAPTUR,mécanique,6922,Diesel,2021,24870,92400,2.2734104,48.90294129999999
RENAULT,MODUS,mécanique,206280,Essence,2013,2680,42390,4.357784400000001,45.4727305
RENAULT,CLIO,automatique,12,Essence,2022,21120,91320,2.3156411,48.7392902
RENAULT,TWINGO,mécanique,10678,Essence,2021,13440,78190,2.2518602999999997,48.888832799999996
RENAULT,MEGANE,mécanique,13,Diesel,2021,24980,35510,-1.616473,48.1063327
RENAULT,MEGANE,mécanique,31094,Diesel,2021,19220,91320,2.3156411,48.7392902
RENAULT,CLIO,mécanique,15209,Essence,2021,15970,78190,2.2518602999999997,48.888832799999996
RENAULT,CLIO,mécanique,3432,Essence,2021,18540,92400,2.2734104,48.90294129999999
RENAULT,KADJAR,mécanique,31424,Diesel,2020,20320,78190,2.2518602999999997,48.888832799999996
RENAULT,CAPTUR,mécanique,33070,Essence,2021,19700,78190,2.2518602999999997,48.888832799999996
PEUGEOT,108,mécanique,17,Essence,2021,9610,92250,2.2384215,48.903225299999995
PEUGEOT,2008,mécanique,7617,Essence,2020,20260,76600,0.1439386,49.494584100000004
PEUGEOT,308,mécanique,3,Diesel,2022,31300,59650,3.121595,50.631513
PEUGEOT,208,mécanique,74484,Diesel,2017,13110,24400,0.3572301,45.0368494
PEUGEOT,PARTNER,mécanique,76704,Diesel,2018,12900,76120,1.0465014000000001,49.4180309
PEUGEOT,3008,automatique,72017,Diesel,2020,27620,66000,2.8910572,42.7364566
PEUGEOT,208,mécanique,20190,Essence,2021,22480,33310,-0.5104989999999999,44.878583
PEUGEOT,5008,automatique,2750,Diesel,2022,41250,94120,2.4561754000000002,48.8501864
PEUGEOT,208,mécanique,22265,Essence,2020,12420,78310,1.9330241000000001,48.75670359999999
PEUGEOT,208,mécanique,15157,Essence,2020,13630,59650,3.121595,50.631513
PEUGEOT,208,mécanique,16275,Essence,2020,13560,78310,1.9330241000000001,48.75670359999999
PEUGEOT,308,mécanique,82591,Diesel,2018,14470,69200,4.8620739,45.716894
PEUGEOT,208,mécanique,9196,Essence,2020,14460,59650,3.121595,50.631513
PEUGEOT,108,mécanique,6200,Essence,2022,18810,93140,2.4795229,48.90645199999999
PEUGEOT,208,automatique,11,Essence,2021,25380,33110,-0.6423265,44.861084999999996
PEUGEOT,3008,automatique,6760,Diesel,2022,40130,59650,3.121595,50.631513
CITROEN,C5 AIRCROSS,mécanique,51682,Diesel,2020,29120,42000,4.398725,45.4626731
CITROEN,C5 AIRCROSS,automatique,6,Diesel,2021,37420,33310,-0.5108495,44.867689399999996
CITROEN,C3,mécanique,13248,Essence,2020,14960,91301,2.2879666000000003,48.72139259999999
CITROEN,C4 CACTUS,mécanique,40122,Essence,2019,16800,69140,4.8804215000000015,45.812070500000004
CITROEN,C3,mécanique,44849,Essence,2019,14740,59260,3.122092,50.626434100000004
CITROEN,C3,mécanique,104612,Diesel,2013,7820,76120,1.0465014000000001,49.4180309
CITROEN,C1,mécanique,2587,Essence,2021,12150,95100,2.254697,48.95467310000001
CITROEN,C5 AIRCROSS,automatique,11,Essence,2021,30080,31200,1.4318042,43.6375545
CITROEN,C4 CACTUS,mécanique,89597,Diesel,2018,15360,59160,3.0109543999999997,50.6449927
CITROEN,C5 AIRCROSS,automatique,7338,Hybride essence électrique,2021,43180,75015,2.293987,48.830740899999995
