,Brand,Model,Gear,KM,Category,Energie,Year,Price,Zip_code,longitude,latitude,City,State,Region
0,RENAULT,CLIO,MANUELLE,7577,Second-Hand,DIESEL,2020,17830.0,33310,-0.5104989999999999,44.878583,LORMONT,NOUVELLE-AQUITAINE,GIRONDE
1,RENAULT,CLIO,MANUELLE,49851,Second-Hand,DIESEL,2019,11540.0,24400,0.3698788,45.0440403,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
2,RENAULT,CLIO,MANUELLE,19318,Second-Hand,ESSENCE,2020,13360.0,24400,0.3698788,45.0440403,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
3,RENAULT,MEGANE,MANUELLE,124202,Second-Hand,DIESEL,2018,11530.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
4,RENAULT,MEGANE,MANUELLE,66729,Second-Hand,DIESEL,2019,19360.0,59260,3.122092,50.6264341,"LEZENNES, LILLE",HAUTS-DE-FRANCE,NORD
5,RENAULT,CLIO,MANUELLE,7524,Second-Hand,ESSENCE,2020,15570.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
6,RENAULT,CAPTUR,MANUELLE,42413,Second-Hand,ESSENCE,2018,15480.0,59260,3.122092,50.6264341,"LEZENNES, LILLE",HAUTS-DE-FRANCE,NORD
7,RENAULT,CLIO,MANUELLE,73262,Second-Hand,DIESEL,2016,11480.0,33310,-0.5108495,44.8676894,LORMONT,NOUVELLE-AQUITAINE,GIRONDE
8,RENAULT,CLIO,AUTOMATIQUE,17868,Second-Hand,DIESEL,2020,15240.0,33110,-0.6423265,44.861085,LE BOUSCAT,NOUVELLE-AQUITAINE,GIRONDE
9,RENAULT,TWINGO,MANUELLE,14513,Second-Hand,ESSENCE,2020,14490.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
10,RENAULT,MEGANE,AUTOMATIQUE,124568,Second-Hand,DIESEL,2019,13400.0,78310,1.9330241,48.75670359999999,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES
11,RENAULT,CLIO,MANUELLE,84950,Second-Hand,DIESEL,2018,12750.0,92400,2.2734104,48.90294129999999,COURBEVOIE,ÎLE-DE-FRANCE,HAUTS-DE-SEINE
12,PEUGEOT,208,MANUELLE,45938,Second-Hand,DIESEL,2020,16200.0,33600,-0.6423139999999999,44.785382,PESSAC,NOUVELLE-AQUITAINE,GIRONDE
13,PEUGEOT,3008,MANUELLE,43773,Second-Hand,ESSENCE,2019,30360.0,92250,2.2384215,48.9032253,LA GARENNE-COLOMBES,ÎLE-DE-FRANCE,HAUTS-DE-SEINE
14,PEUGEOT,208,MANUELLE,30229,Second-Hand,ESSENCE,2020,12620.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
15,PEUGEOT,308,AUTOMATIQUE,94300,Second-Hand,DIESEL,2018,19320.0,93600,2.5216869,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS
16,PEUGEOT,2008,AUTOMATIQUE,12,New,DIESEL,2021,38010.0,93600,2.5216869,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS
17,PEUGEOT,208,MANUELLE,19955,Second-Hand,ESSENCE,2020,15220.0,13400,5.580835599999999,43.28567,AUBAGNE,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
18,PEUGEOT,208,AUTOMATIQUE,4602,Second-Hand,ELECTRIQUE,2021,30560.0,69600,4.8196004,45.71493820000001,OULLINS,AUVERGNE-RHÔNE-ALPES,RHÔNE
19,PEUGEOT,308,AUTOMATIQUE,113,Second-Hand,DIESEL,2021,41680.0,93600,2.5216869,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS
20,PEUGEOT,108,MANUELLE,5350,Second-Hand,ESSENCE,2021,15780.0,93140,2.4795229,48.90645199999999,BONDY,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS
21,PEUGEOT,2008,AUTOMATIQUE,1234,Second-Hand,DIESEL,2021,36230.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
22,PEUGEOT,208,MANUELLE,43267,Second-Hand,ESSENCE,2018,12300.0,61300,0.6384603999999999,48.7438061,"SAINT-MARTIN-D’ÉCUBLEI, CHANDAI, L'AIGLE, SAINT-SYMPHORIEN-DES-BRUYÈRES, SAINT-OUEN-SUR-ITON, CRULAI, SAINT-SULPICE-SUR-RISLE, SAINT-MICHEL-TUBŒUF, VITRAI-SOUS-LAIGLE",NORMANDIE,ORNE
23,PEUGEOT,208,MANUELLE,74484,Second-Hand,DIESEL,2017,13110.0,24400,0.3572301,45.0368494,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
24,PEUGEOT,208,MANUELLE,87079,Second-Hand,DIESEL,2017,9260.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
25,PEUGEOT,208,MANUELLE,44297,Second-Hand,ESSENCE,2019,12460.0,92250,2.2384215,48.9032253,LA GARENNE-COLOMBES,ÎLE-DE-FRANCE,HAUTS-DE-SEINE
26,CITROEN,C5 AIRCROSS,AUTOMATIQUE,3420,Second-Hand,HYBRIDE,2021,45360.0,76120,1.0465014,49.4180309,LE GRAND-QUEVILLY,NORMANDIE,SEINE-MARITIME
27,CITROEN,C3,MANUELLE,12644,Second-Hand,ESSENCE,2019,14440.0,92250,2.2384215,48.9032253,LA GARENNE-COLOMBES,ÎLE-DE-FRANCE,HAUTS-DE-SEINE
28,CITROEN,C3,MANUELLE,21783,Second-Hand,ESSENCE,2019,16100.0,78190,2.0123747,48.7714685,TRAPPES,ÎLE-DE-FRANCE,YVELINES
29,CITROEN,C3,MANUELLE,27158,Second-Hand,ESSENCE,2019,13890.0,69130,4.7816712,45.7883595,ÉCULLY,AUVERGNE-RHÔNE-ALPES,RHÔNE
30,CITROEN,C3,MANUELLE,24024,Second-Hand,ESSENCE,2020,14550.0,69140,4.877194,45.811371,RILLIEUX-LA-PAPE,AUVERGNE-RHÔNE-ALPES,RHÔNE
31,CITROEN,C3,MANUELLE,5701,Second-Hand,DIESEL,2020,15840.0,24100,0.4558292000000001,44.83722590000001,"LEMBRAS, BERGERAC, SAINT-LAURENT-DES-VIGNES, CREYSSE",NOUVELLE-AQUITAINE,DORDOGNE
32,CITROEN,C5 AIRCROSS,MANUELLE,1861,Second-Hand,DIESEL,2021,31340.0,33700,-0.6884505,44.8228221,MÉRIGNAC,NOUVELLE-AQUITAINE,GIRONDE
33,TOYOTA,RAV4,AUTOMATIQUE,18320,Second-Hand,HYBRIDE,2019,37930.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
34,TOYOTA,C-HR,AUTOMATIQUE,81545,Second-Hand,HYBRIDE,2019,22490.0,26200,4.73027,44.5404899,"ANCÔNE, MONTÉLIMAR",AUVERGNE-RHÔNE-ALPES,DRÔME
35,TOYOTA,AYGO,MANUELLE,49375,Second-Hand,ESSENCE,2019,11480.0,59160,3.0109544,50.6449927,"LILLE, CAPINGHEM",HAUTS-DE-FRANCE,NORD
36,TOYOTA,YARIS,AUTOMATIQUE,77289,Second-Hand,HYBRIDE,2017,12870.0,13400,5.580835599999999,43.28567,AUBAGNE,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
37,TOYOTA,YARIS,AUTOMATIQUE,23218,Second-Hand,HYBRIDE,2019,17190.0,33600,-0.6423139999999999,44.785382,PESSAC,NOUVELLE-AQUITAINE,GIRONDE
38,TOYOTA,YARIS,MANUELLE,48763,Second-Hand,ESSENCE,2019,12270.0,33310,-0.5108495,44.8676894,LORMONT,NOUVELLE-AQUITAINE,GIRONDE
39,TOYOTA,YARIS,AUTOMATIQUE,46262,Second-Hand,HYBRIDE,2019,17710.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
40,TOYOTA,C-HR,AUTOMATIQUE,23664,Second-Hand,HYBRIDE,2019,25410.0,26300,5.0357087,45.0208865,"ROCHEFORT-SAMSON, BARBIÈRES, BEAUREGARD-BARET, CHATUZANGE-LE-GOUBET, CHÂTEAUNEUF-SUR-ISÈRE, ALIXAN, MARCHES, JAILLANS, BOURG-DE-PÉAGE, CHARPEY, BÉSAYES, SAINT-VINCENT-LA-COMMANDERIE",AUVERGNE-RHÔNE-ALPES,DRÔME
41,TOYOTA,YARIS,AUTOMATIQUE,43239,Second-Hand,HYBRIDE,2018,17340.0,69130,4.7816712,45.7883595,ÉCULLY,AUVERGNE-RHÔNE-ALPES,RHÔNE
42,TOYOTA,YARIS,AUTOMATIQUE,5071,Second-Hand,HYBRIDE,2021,18000.0,69140,4.877194,45.811371,RILLIEUX-LA-PAPE,AUVERGNE-RHÔNE-ALPES,RHÔNE
43,TOYOTA,C-HR,AUTOMATIQUE,48072,Second-Hand,HYBRIDE,2018,19910.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
44,TOYOTA,C-HR,AUTOMATIQUE,93431,Second-Hand,HYBRIDE,2019,20680.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
45,TOYOTA,YARIS,AUTOMATIQUE,98929,Second-Hand,HYBRIDE,2018,14980.0,59260,3.122092,50.6264341,"LEZENNES, LILLE",HAUTS-DE-FRANCE,NORD
46,VOLKSWAGEN,GOLF,AUTOMATIQUE,9979,Second-Hand,DIESEL,2021,28720.0,57200,7.113,49.114143,"SARREGUEMINES, BLIES-ÉBERSING, BLIES-GUERSVILLER, FRAUENBERG, BLIESBRUCK, WIESVILLER, WŒLFLING-LÈS-SARREGUEMINES, RÉMELFING",GRAND EST,MOSELLE
47,VOLKSWAGEN,POLO,MANUELLE,9323,Second-Hand,ESSENCE,2021,20610.0,33110,-0.6423265,44.861085,LE BOUSCAT,NOUVELLE-AQUITAINE,GIRONDE
48,VOLKSWAGEN,GOLF,AUTOMATIQUE,29155,Second-Hand,DIESEL,2021,28920.0,57200,7.113,49.114143,"SARREGUEMINES, BLIES-ÉBERSING, BLIES-GUERSVILLER, FRAUENBERG, BLIESBRUCK, WIESVILLER, WŒLFLING-LÈS-SARREGUEMINES, RÉMELFING",GRAND EST,MOSELLE
49,VOLKSWAGEN,GOLF,MANUELLE,79649,Second-Hand,DIESEL,2019,20640.0,24400,0.3572301,45.0368494,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
50,VOLKSWAGEN,POLO,MANUELLE,137936,Second-Hand,DIESEL,2017,12060.0,80480,2.2792873,49.8655042,"CREUSE, SALEUX, PONT-DE-METZ, BACOUEL-SUR-SELLE, VERS-SUR-SELLES, DURY, SALOUËL",HAUTS-DE-FRANCE,SOMME
51,VOLKSWAGEN,UP!,MANUELLE,53560,Second-Hand,ESSENCE,2017,9500.0,76120,1.0465014,49.4180309,LE GRAND-QUEVILLY,NORMANDIE,SEINE-MARITIME
52,VOLKSWAGEN,T-ROC,MANUELLE,33109,Second-Hand,DIESEL,2020,23550.0,57200,7.113,49.114143,"SARREGUEMINES, BLIES-ÉBERSING, BLIES-GUERSVILLER, FRAUENBERG, BLIESBRUCK, WIESVILLER, WŒLFLING-LÈS-SARREGUEMINES, RÉMELFING",GRAND EST,MOSELLE
53,VOLKSWAGEN,GOLF,AUTOMATIQUE,27107,Second-Hand,DIESEL,2021,26630.0,57200,7.113,49.114143,"SARREGUEMINES, BLIES-ÉBERSING, BLIES-GUERSVILLER, FRAUENBERG, BLIESBRUCK, WIESVILLER, WŒLFLING-LÈS-SARREGUEMINES, RÉMELFING",GRAND EST,MOSELLE
54,RENAULT,TWINGO,MANUELLE,67532,Second-Hand,ESSENCE,2016,9900.0,78310,1.9330241,48.75670359999999,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES
55,RENAULT,ZOE,AUTOMATIQUE,24785,Second-Hand,ELECTRIQUE,2020,12340.0,24400,0.3698788,45.0440403,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
56,RENAULT,MEGANE,AUTOMATIQUE,12,New,DIESEL,2021,28270.0,69200,4.8803728,45.72046,VÉNISSIEUX,AUVERGNE-RHÔNE-ALPES,RHÔNE
57,RENAULT,CLIO,MANUELLE,12464,Second-Hand,ESSENCE,2021,17680.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
58,RENAULT,CAPTUR,AUTOMATIQUE,72555,Second-Hand,DIESEL,2017,14700.0,24400,0.3572301,45.0368494,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
59,RENAULT,TWINGO,MANUELLE,63096,Second-Hand,ESSENCE,2016,10200.0,24400,0.3572301,45.0368494,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE
60,RENAULT,CAPTUR,MANUELLE,99059,Second-Hand,ESSENCE,2016,12690.0,69130,4.7816712,45.7883595,ÉCULLY,AUVERGNE-RHÔNE-ALPES,RHÔNE
61,RENAULT,TWINGO,MANUELLE,23995,Second-Hand,ESSENCE,2019,12280.0,61300,0.6384603999999999,48.7438061,"SAINT-MARTIN-D’ÉCUBLEI, CHANDAI, L'AIGLE, SAINT-SYMPHORIEN-DES-BRUYÈRES, SAINT-OUEN-SUR-ITON, CRULAI, SAINT-SULPICE-SUR-RISLE, SAINT-MICHEL-TUBŒUF, VITRAI-SOUS-LAIGLE",NORMANDIE,ORNE
62,RENAULT,CLIO,MANUELLE,13187,Second-Hand,DIESEL,2021,15870.0,24750,0.7671490000000001,45.1825438,"CORNILLE, CHAMPCEVINEL, ATUR, BOULAZAC, BOULAZAC ISLE MANOIRE, MARSANEIX, TRÉLISSAC",NOUVELLE-AQUITAINE,DORDOGNE
63,RENAULT,ZOE,AUTOMATIQUE,3364,Second-Hand,ELECTRIQUE,2021,22660.0,92400,2.2734104,48.90294129999999,COURBEVOIE,ÎLE-DE-FRANCE,HAUTS-DE-SEINE
64,RENAULT,CLIO,MANUELLE,9432,Second-Hand,DIESEL,2021,22880.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
65,RENAULT,MEGANE,MANUELLE,55715,Second-Hand,DIESEL,2018,20890.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
66,PEUGEOT,208,MANUELLE,3,New,DIESEL,2021,24400.0,33700,-0.6884505,44.8228221,MÉRIGNAC,NOUVELLE-AQUITAINE,GIRONDE
67,PEUGEOT,108,MANUELLE,11122,Second-Hand,ESSENCE,2020,12000.0,93500,2.4005391,48.8954374,PANTIN,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS
68,PEUGEOT,308,MANUELLE,11063,Second-Hand,ESSENCE,2021,22370.0,69600,4.8196004,45.71493820000001,OULLINS,AUVERGNE-RHÔNE-ALPES,RHÔNE
69,PEUGEOT,308,AUTOMATIQUE,128373,Second-Hand,DIESEL,2019,17960.0,33210,-0.2685331,44.5602505,"COIMÈRES, TOULENNE, BIEUJAC, LÉOGEATS, SAINT-PIERRE-DE-MONS, SAUTERNES, MAZÈRES, FARGUES, PREIGNAC, SAINT-LOUBERT, PUJOLS-SUR-CIRON, CASTILLON-DE-CASTETS, SAINT-PARDON-DE-CONQUES, ROAILLAN, BOMMES, CASTETS-EN-DORTHE, LANGON",NOUVELLE-AQUITAINE,GIRONDE
70,PEUGEOT,108,MANUELLE,11,New,ESSENCE,2021,13420.0,33600,-0.6423139999999999,44.785382,PESSAC,NOUVELLE-AQUITAINE,GIRONDE
71,PEUGEOT,208,MANUELLE,28643,Second-Hand,ESSENCE,2019,13620.0,78310,1.9330241,48.75670359999999,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES
72,PEUGEOT,2008,MANUELLE,27326,Second-Hand,ESSENCE,2019,16520.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
73,PEUGEOT,308,AUTOMATIQUE,19776,Second-Hand,DIESEL,2020,26140.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
74,PEUGEOT,3008,MANUELLE,78352,Second-Hand,DIESEL,2019,26300.0,69200,4.8620739,45.716894,VÉNISSIEUX,AUVERGNE-RHÔNE-ALPES,RHÔNE
75,PEUGEOT,308,AUTOMATIQUE,55589,Second-Hand,ESSENCE,2019,24980.0,33210,-0.2685331,44.5602505,"COIMÈRES, TOULENNE, BIEUJAC, LÉOGEATS, SAINT-PIERRE-DE-MONS, SAUTERNES, MAZÈRES, FARGUES, PREIGNAC, SAINT-LOUBERT, PUJOLS-SUR-CIRON, CASTILLON-DE-CASTETS, SAINT-PARDON-DE-CONQUES, ROAILLAN, BOMMES, CASTETS-EN-DORTHE, LANGON",NOUVELLE-AQUITAINE,GIRONDE
76,PEUGEOT,308,AUTOMATIQUE,10,New,DIESEL,2021,28840.0,75015,2.2990862,48.8484654,"PARIS 15, PARIS",ÎLE-DE-FRANCE,PARIS
77,PEUGEOT,208,MANUELLE,23710,Second-Hand,ESSENCE,2019,15090.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD
78,PEUGEOT,308,AUTOMATIQUE,89736,Second-Hand,ESSENCE,2017,17290.0,33700,-0.6884505,44.8228221,MÉRIGNAC,NOUVELLE-AQUITAINE,GIRONDE
79,PEUGEOT,3008,MANUELLE,104635,Second-Hand,DIESEL,2017,22160.0,31200,1.4318042,43.6375545,TOULOUSE,OCCITANIE,HAUTE-GARONNE
80,CITROEN,C3,MANUELLE,1630,Second-Hand,ESSENCE,2021,15350.0,33210,-0.2685331,44.5602505,"COIMÈRES, TOULENNE, BIEUJAC, LÉOGEATS, SAINT-PIERRE-DE-MONS, SAUTERNES, MAZÈRES, FARGUES, PREIGNAC, SAINT-LOUBERT, PUJOLS-SUR-CIRON, CASTILLON-DE-CASTETS, SAINT-PARDON-DE-CONQUES, ROAILLAN, BOMMES, CASTETS-EN-DORTHE, LANGON",NOUVELLE-AQUITAINE,GIRONDE
81,CITROEN,C4,AUTOMATIQUE,11,New,DIESEL,2021,29930.0,33210,-0.2685331,44.5602505,"COIMÈRES, TOULENNE, BIEUJAC, LÉOGEATS, SAINT-PIERRE-DE-MONS, SAUTERNES, MAZÈRES, FARGUES, PREIGNAC, SAINT-LOUBERT, PUJOLS-SUR-CIRON, CASTILLON-DE-CASTETS, SAINT-PARDON-DE-CONQUES, ROAILLAN, BOMMES, CASTETS-EN-DORTHE, LANGON",NOUVELLE-AQUITAINE,GIRONDE
82,CITROEN,C3,MANUELLE,48950,Second-Hand,DIESEL,2017,11180.0,59160,3.0109544,50.6449927,"LILLE, CAPINGHEM",HAUTS-DE-FRANCE,NORD
83,CITROEN,C3,MANUELLE,2642,Second-Hand,ESSENCE,2020,20280.0,59160,3.0109544,50.6449927,"LILLE, CAPINGHEM",HAUTS-DE-FRANCE,NORD
84,CITROEN,C3,MANUELLE,62464,Second-Hand,ESSENCE,2019,13770.0,69140,4.877194,45.811371,RILLIEUX-LA-PAPE,AUVERGNE-RHÔNE-ALPES,RHÔNE
85,CITROEN,C3,MANUELLE,19027,Second-Hand,ESSENCE,2019,14540.0,78190,2.0123747,48.7714685,TRAPPES,ÎLE-DE-FRANCE,YVELINES
86,CITROEN,C4,AUTOMATIQUE,134130,Second-Hand,DIESEL,2017,11100.0,61300,0.6384603999999999,48.7438061,"SAINT-MARTIN-D’ÉCUBLEI, CHANDAI, L'AIGLE, SAINT-SYMPHORIEN-DES-BRUYÈRES, SAINT-OUEN-SUR-ITON, CRULAI, SAINT-SULPICE-SUR-RISLE, SAINT-MICHEL-TUBŒUF, VITRAI-SOUS-LAIGLE",NORMANDIE,ORNE
87,CITROEN,C5 AIRCROSS,AUTOMATIQUE,32159,Second-Hand,DIESEL,2021,33040.0,47200,0.1205319,44.5179365,"SAINT-PARDOUX-DU-BREUIL, GAUJAC, VIRAZEIL, BEAUPUY, MONTPOUILLAN, LONGUEVILLE, MARCELLUS, FOURQUES-SUR-GARONNE, TAILLEBOURG, MAUVEZIN-SUR-GUPIE, MARMANDE, BIRAC-SUR-TREC",NOUVELLE-AQUITAINE,LOT-ET-GARONNE
88,CITROEN,C5 AIRCROSS,MANUELLE,169,Second-Hand,DIESEL,2021,35350.0,76120,1.0465014,49.4180309,LE GRAND-QUEVILLY,NORMANDIE,SEINE-MARITIME
89,CITROEN,C3,MANUELLE,34479,Second-Hand,ESSENCE,2019,15430.0,42000,4.398725,45.4626731,SAINT-ÉTIENNE,AUVERGNE-RHÔNE-ALPES,LOIRE
90,CITROEN,C4,MANUELLE,52276,Second-Hand,ESSENCE,2019,14460.0,42000,4.398725,45.4626731,SAINT-ÉTIENNE,AUVERGNE-RHÔNE-ALPES,LOIRE
91,TOYOTA,YARIS,MANUELLE,25989,Second-Hand,ESSENCE,2021,13210.0,24100,0.4558292000000001,44.83722590000001,"LEMBRAS, BERGERAC, SAINT-LAURENT-DES-VIGNES, CREYSSE",NOUVELLE-AQUITAINE,DORDOGNE
92,TOYOTA,C-HR,AUTOMATIQUE,31,New,HYBRIDE,2021,33080.0,25120,6.8132901,47.24581149999999,"LES BRÉSEUX, ORGEANS-BLANCHEFONTAINE, MAÎCHE, MONT-DE-VOUGNEY, CERNAY-L’ÉGLISE, MANCENANS-LIZERNE",BOURGOGNE-FRANCHE-COMTÉ,DOUBS
93,TOYOTA,YARIS,AUTOMATIQUE,3357,Second-Hand,HYBRIDE,2021,24130.0,95250,2.1823240000000004,49.01591200000001,BEAUCHAMP,ÎLE-DE-FRANCE,VAL-D'OISE
94,TOYOTA,YARIS,AUTOMATIQUE,31465,Second-Hand,HYBRIDE,2018,17680.0,33110,-0.6423265,44.861085,LE BOUSCAT,NOUVELLE-AQUITAINE,GIRONDE
95,TOYOTA,RAV4,AUTOMATIQUE,52526,Second-Hand,HYBRIDE,2019,26300.0,42000,4.398725,45.4626731,SAINT-ÉTIENNE,AUVERGNE-RHÔNE-ALPES,LOIRE
96,TOYOTA,YARIS,AUTOMATIQUE,105950,Second-Hand,HYBRIDE,2019,12840.0,33310,-0.5104989999999999,44.878583,LORMONT,NOUVELLE-AQUITAINE,GIRONDE
97,TOYOTA,RAV4,AUTOMATIQUE,88751,Second-Hand,HYBRIDE,2018,22450.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
98,TOYOTA,YARIS,AUTOMATIQUE,6952,Second-Hand,ESSENCE,2021,17920.0,59160,3.0109544,50.6449927,"LILLE, CAPINGHEM",HAUTS-DE-FRANCE,NORD
99,TOYOTA,C-HR,AUTOMATIQUE,44407,Second-Hand,HYBRIDE,2018,24790.0,13008,5.3954276,43.2629459,MARSEILLE 08,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE
100,TOYOTA,YARIS,AUTOMATIQUE,44075,Second-Hand,HYBRIDE,2017,12400.0,78310,1.9119781,48.7623634,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES
101,TOYOTA,YARIS,MANUELLE,21079,Second-Hand,ESSENCE,2018,12850.0,33600,-0.6423139999999999,44.785382,PESSAC,NOUVELLE-AQUITAINE,GIRONDE
102,TOYOTA,AYGO,MANUELLE,13951,Second-Hand,ESSENCE,2018,11050.0,24100,0.4558292000000001,44.83722590000001,"LEMBRAS, BERGERAC, SAINT-LAURENT-DES-VIGNES, CREYSSE",NOUVELLE-AQUITAINE,DORDOGNE
103,TOYOTA,YARIS,AUTOMATIQUE,12,New,HYBRIDE,2021,25180.0,78310,1.9119781,48.7623634,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES
104,TOYOTA,AYGO,MANUELLE,62438,Second-Hand,ESSENCE,2019,9900.0,42000,4.398725,45.4626731,SAINT-ÉTIENNE,AUVERGNE-RHÔNE-ALPES,LOIRE
