Brand,Model,Gear,KM,Energie,Year,Price,Zip_code,longitude,latitude
CITROEN,C4 cactus,Manuelle,13846,Essence,2020,15 799,86500,0.8467333333333333,46.3776
CITROEN,C4 cactus,Manuelle,14685,Essence,2020,15 490,86400,0.2659181818181819,46.0852
CITROEN,C5 aircross,Automatique,260,Diesel,2020,34 990,64300,-0.7441782608695651,43.5125
CITROEN,C4 picasso,Manuelle,45525,Diesel,2015,14 990,34500,3.214,43.3412
CITROEN,C4 cactus,Manuelle,12513,Essence,2019,16 689,51530,3.9440588235294123,49.0107
CITROEN,C4 cactus,Manuelle,17083,Essence,2020,16 290,62217,2.7804857142857142,50.2591
CITROEN,C4 picasso,Manuelle,78605,Diesel,2018,15 690,16430,0.14593333333333333,45.7167
CITROEN,C5 aircross,Automatique,9974,Diesel,2020,32 480,71103,,
CITROEN,C4 cactus,Manuelle,8381,Essence,2019,14 990,71200,4.4245,46.8407
CITROEN,C5 aircross,Automatique,11481,Diesel,2020,28 990,8000,4.7190666666666665,49.7221
CITROEN,C5 aircross,Manuelle,3077,Diesel,2021,27 999,86500,0.8467333333333333,46.3776
CITROEN,C5 aircross,Automatique,5000,Hybride,2020,43 500,71103,,
CITROEN,C5 aircross,Manuelle,28349,Diesel,2020,25 499,86100,0.5844800000000001,46.7667
CITROEN,C5 aircross,Automatique,6030,Diesel,2020,31 490,51530,3.9440588235294123,49.0107
CITROEN,C5 aircross,Automatique,9000,Diesel,2020,35 720,51530,3.9440588235294123,49.0107
CITROEN,C5 aircross,Manuelle,7964,Diesel,2020,26 990,64300,-0.7441782608695651,43.5125
CITROEN,C4 cactus,Manuelle,1375,Diesel,2020,19 999,86100,0.5844800000000001,46.7667
PEUGEOT,2008,Manuelle,23407,Diesel,2020,19 900,38312,,
PEUGEOT,208,Manuelle,50210,Essence,2019,14 499,86000,0.3333,46.5833
PEUGEOT,108,Manuelle,30,Essence,2021,14 290,34120,3.4235833333333328,43.434
PEUGEOT,208,Manuelle,12129,Essence,2019,11 499,16430,0.14593333333333333,45.7167
