,Brand,Model,Gear,KM,Category,Energie,Year,Price,Zip_code,longitude,latitude,City,State,Region,Scoring
10,RENAULT,MEGANE,AUTOMATIQUE,124568,Second-Hand,DIESEL,2019,13400.0,78310,1.9330241000000001,48.75670359999999,"MAUREPAS, COIGNIÈRES",ÎLE-DE-FRANCE,YVELINES,5.0
11,RENAULT,CLIO,MANUELLE,84950,Second-Hand,DIESEL,2018,12750.0,92400,2.2734104,48.90294129999999,COURBEVOIE,ÎLE-DE-FRANCE,HAUTS-DE-SEINE,4.55
12,PEUGEOT,208,MANUELLE,45938,Second-Hand,DIESEL,2020,16200.0,33600,-0.6423139999999999,44.785382,PESSAC,NOUVELLE-AQUITAINE,GIRONDE,6.36
13,PEUGEOT,3008,MANUELLE,43773,Second-Hand,ESSENCE,2019,30360.0,92250,2.2384215,48.903225299999995,LA GARENNE-COLOMBES,ÎLE-DE-FRANCE,HAUTS-DE-SEINE,6.36
14,PEUGEOT,208,MANUELLE,30229,Second-Hand,ESSENCE,2020,12620.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD,6.82
15,PEUGEOT,308,AUTOMATIQUE,94300,Second-Hand,DIESEL,2018,19320.0,93600,2.5216868999999997,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS,5.0
16,PEUGEOT,2008,AUTOMATIQUE,12,New,DIESEL,2021,38010.0,93600,2.5216868999999997,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS,8.64
17,PEUGEOT,208,MANUELLE,19955,Second-Hand,ESSENCE,2020,15220.0,13400,5.580835599999999,43.28567,AUBAGNE,PROVENCE-ALPES-CÔTE D'AZUR,BOUCHES-DU-RHÔNE,7.27
18,PEUGEOT,208,AUTOMATIQUE,4602,Second-Hand,ELECTRIQUE,2021,30560.0,69600,4.8196004,45.71493820000001,OULLINS,AUVERGNE-RHÔNE-ALPES,RHÔNE,9.55
19,PEUGEOT,308,AUTOMATIQUE,113,Second-Hand,DIESEL,2021,41680.0,93600,2.5216868999999997,48.9503361,AULNAY-SOUS-BOIS,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS,8.18
20,PEUGEOT,108,MANUELLE,5350,Second-Hand,ESSENCE,2021,15780.0,93140,2.4795229,48.90645199999999,BONDY,ÎLE-DE-FRANCE,SEINE-SAINT-DENIS,8.18
21,PEUGEOT,2008,AUTOMATIQUE,1234,Second-Hand,DIESEL,2021,36230.0,59650,3.121595,50.631513,VILLENEUVE-D'ASCQ,HAUTS-DE-FRANCE,NORD,8.18
22,PEUGEOT,208,MANUELLE,43267,Second-Hand,ESSENCE,2018,12300.0,61300,0.6384603999999999,48.7438061,"SAINT-MARTIN-D’ÉCUBLEI, CHANDAI, L'AIGLE, SAINT-SYMPHORIEN-DES-BRUYÈRES, SAINT-OUEN-SUR-ITON, CRULAI, SAINT-SULPICE-SUR-RISLE, SAINT-MICHEL-TUBŒUF, VITRAI-SOUS-LAIGLE",NORMANDIE,ORNE,5.91
23,PEUGEOT,208,MANUELLE,74484,Second-Hand,DIESEL,2017,13110.0,24400,0.3572301,45.0368494,"SAINT-MÉDARD-DE-MUSSIDAN, ÉGLISE-NEUVE-D’ISSAC, MUSSIDAN, ISSAC, SAINT-ÉTIENNE-DE-PUYCORBIER, SAINT-LOUIS-EN-L’ISLE, BEAURONNE, BEAUPOUYET, SAINT-MICHEL-DE-DOUBLE, SAINT-FRONT-DE-PRADOUX, SOURZAC, SAINT-LAURENT-DES-HOMMES, BOURGNAC, SAINT-GÉRY, SAINT-MARTIN-L’ASTIER, LES LÈCHES",NOUVELLE-AQUITAINE,DORDOGNE,5.0
